Title,Storyline
A Lovely Résumé,"A Lovely Résumé is a tale of love which starts through a piece of paper... Résumé. A bashful boy, Krishna and his journey begins with a hunt to earn a living... a job. In the path of hope he meets Rashmi and fall in love at first sight in a local cyber café. In the journey, Krishna visits cyber café over and over again to print his Résumé because of his job rejection due to Casteism. Krishna faces caste system of society and nepotism several times as well as he builds an attraction with Rashmi, a flirtatious girl. Krishna's path is fill with love, struggle, courage, pain and at last hope which embraces with Rashmi's compassion."
A Man and a Woman,Two strangers who land in Hong Kong on the same transfer flight during the pandemic and end up stranded in side-by-side rooms in the same quarantine hotel.
A Man's Promise,"After ending things with Shiloh Timmons, the woman he never stopped loving, Caden Granger is determined to win her back. But as the Granger family faces a web of secrets and a decades-old mystery, Caden must balance his family's legacy with the promise of a second chance at love. 2nd installment in The Granger series. Passionflix"
A Merry Royal Christmas,"A high-powered wedding planner is pulled in at the last minute to plan a royal wedding set for Christmas Day. She meets a handsome stranger, who she is shocked to later discover is the prince whose sisters wedding she is planning."
A Minor Malfunction,"After breaking his mental control shackle, an office worker tries to leave the office."
A Mother's Lie,"The narrative revolves around Emily and James as their idyllic life is disrupted by the sudden appearance of Sarah. A DNA test confirms her relation to James, setting off a series of events that unravel long-buried secrets."
A Mountain Between Us,"""A Mountain Between Us"" is an adventurous dramedy packed with entertaining scenes, characters, and picturesque backdrops which will lead you on a journey that will touch your heart and leave you with a memory that will last a lifetime."
A Nice Indian Boy,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams."
A Night in July,N/A
A Place Called Love,N/A
A Player's Heart,N/A
A Ride for Love,N/A
A Soldier for Christmas,"Hannah, a military widow, and her young daughter rediscover the joy of Christmas in a world forever changed, as they fight for healing and love."
A Song for Juliette,N/A
A Soweto Love Story,"When her three grown sons show no signs of settling down and starting their own families, a mother uses the coveted family home to entice them into doing the right thing- the first to get married before the New Year wins the home."
A Thing Called Love,The story of a pastor's child in her 20s who is peered pressured by her sister and friend into exploring life in the domain of relationship and as a result had to make hasty decisions which costed her dignity
A Thousand Faces,"A disastrous one-night stand between strangers, Asha and Lucas, gets extended when a police lockdown traps the lovers in Asha's Oakland apartment. As the night progresses, strange things occur, and nothing is as it seems."
A Toast to Love,"A marine archaeologist works on a shipwreck, uncovers a romantic tale behind a wine discovery, and sparks a romance with a Spanish winemaker."
A True Gentleman,It follows a gigolo as he falls in love with a young girl.
A Very Bayou Holiday,"Powerful and beautiful real estate executive, Janeen Davis, has spent the past three years of her life married to her career. Void of any substantive relationship, she has turned the Chicago based real estate firm into a national powerhouse. However, is the cost of her success worth the lonely nights at home? Travel home to Houston, Texas for the holidays with Janeen as she navigates the dynamics of a funny family, old high school relationships, and new love challenges."
A Vintage Christmas,"Sparks fly when a developer, Noah (Russell) arrives in Oak Creek with plans to replace an abandoned Post Office with a modern office complex and needs to work with Tessa (Patterson) the town's historian/preservationist to compromise."
A Wall Away,"It took a lockdown to unlock their hearts. In this award-winning romantic comedy, the solitary residents in a Los Angeles apartment building suddenly find themselves forced to rely on each other during the California stay-at-home. They are about to learn a lot about themselves as well as their rather unusual neighbors."
A Wife by Default,N/A
Aaram Aravinda Swamy,Arvind is a recovery agent torn between his girlfriend's desire to marry and his fear of commitment. His avoidance sparks a comedic chain of events that challenge his escapist ways as he navigates love and responsibility.
Abhi,A kashmiri boy who in difficult circumstances as a child is forced to leave his home in IOK with his elder brother and come to AJK. Zara who comes to visit Kashmir force him to come to Lahore where he got mistakenly kidnapped.
Across the Sea,"Nour a 27-year-old emigrates illegally to Marseille and lives off petty crime with friends leading marginal lives, and partying hard."
Acuerdate de mí,N/A
Adam i Eva,"Marina and Viktor are the only people left in a huge city, perhaps on the entire planet. After the heroes had somehow arranged their daily life, they were faced with a much more serious question - an existential one. How to revive humanity? Especially considering that they don't like each other."
Addition,A heartwarming rom-com celebrating self-acceptance and the things in life that really count.
Addy Daddy,A lonely young man introduces his new girlfriend to his parents and they immediately hate her for no reason.
Adrian,N/A
Advent,"Made up of three substantial yet uniquely identifiable Christmas tales, ADVENT sees numerous specific lives all caught up over the course of a magical December 24th."
Afterlife: Ek Prem Kahani,"Lucky and Gebi are bound by love, but fate separates them before Lucky confesses. After his death, destiny gives a second chance. Reunited in the afterlife, they must face the past and complete the love story that was left unfinished."
Ahl Al Kahf,"The film deals with a fictional framework, the story of three people who wake up from their sleep after three centuries, and find themselves in a time other than the time in which they lived before, and they live in a struggle with time."
Ai em leobeu,"Oh Sa-rang, a pharmacy assistant in her late 30s, is obsessed with regular customer, Chol-su, who stops by her pharmacy every lunchtime to buy digest-aid and an energy drink."
Aichaku,The lives of an American expat and a half Japanese construction worker living in rural Japan are forever changed over the course of three days as they engage in an unexpected romance.
"Aire, Just Breathe","In a nearby future a conservation biologist battles extinction with the help of an A.I., but after the arrival of an enigmatic traveler with a hidden past, the tension in this ménage à trois will be as toxic as the world they live in."
Aitokunrin,N/A
Ajosepo,A young couple must deal with all kinds of family tensions on the eve of their wedding.
Akash Vani,"When two best friends and business partners wish to arrange a marriage between their children, misunderstandings arise which lead the kids to unexpectedly fall for each other."
Akhiri Arji,N/A
"Aku Jati, Aku Asperger",Jati is a teenager with Asperger's syndrome. He struggles to find his identity amidst various social challenges.
Alaap,"Pablo Majumdar, Aditi Mitra, and Swatilekha Sen working in different IT companies cross paths in the professional sphere where a series of events unfold."
Alaye,N/A
Albany Road,"On her way to the most important meeting of her career, a New York executive is forced to share a rental car with her ex-fiancé's mother, only to discover that the mother is hiding a major secret."
All We Imagine as Light,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend."
All's Fair in Love,"Demi and Kanla are living the dream. Their fashion business is booming, and their friendship bond is unbreakable. However, things take a different turn when they both fall in love with Mbali, a beautiful woman who enters their lives like a whirlwind. Initially unaware of their feelings, Mbali becomes the object of their affection, setting the stage for an intense love triangle."
Allahr Vres,This is a lovely love story because when love leaves its color then life becomes even more colorful.
Along Came Love,N/A
Alter-Ego Film Project,"5 short films on the theme of the Alter-Ego. Between double personality, secret identity, doppelganger and impossible love we have discovered several unconventional stories halfway between narrative and experimental."
Alterlove,"Paris, Present day. On a fleeting night, two strangers embark on a spontaneous romantic adventure that challenges their views on love and connection, blending humor and heartfelt moments in a unique exploration of modern relationships."
Amaltash,Rahul is a composed musician in an old city. A delightful serendipity smiles on him when he meets a warm and spontaneous girl Keerthi who is intrigued with Rahul's music.
Amar Prem Ki Prem Kahani,"Amar and Prem, along with their families, gather in Punjab for their wedding, which is disrupted by cultural differences and a jealous woman."
Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's."
American Spirit,"Melody and Jonathan dated in high school, but that was four years ago. Now dating someone new, Melody is forced to retread her past missteps and question what comes next after a chance encounter with Jonathan."
Amigos Sem Compromisso,"Follows a headhunter from Sao Paulo who recruits an art director from Salvador, for a job interview. In a short time, their friendship turns into a casual friends-with-benefits relationship until they both fall in love."
Amo-te Imenso,"Set in the beautiful and romantic city of Lisbon, the love story between a shy Brazilian man and a fearless Portuguese woman is haunted by stories from their past."
Amor Platónico,Noah is a 17-year-old boy who goes to Luna's house to help her with the philosophy exam she has the next day. Luna is a girl who questions everything and prefers to spend the night thinking about her boyfriend rather than studying for the exam. Plato's dialectic intertwines with their experiences on a night where they will end up leaving the cave to discover the true meaning hidden behind Platonic Love.
Amor a fuego lento,"WHEN HIS MOTHER PASSES AWAY, A FAMOUS, WOMANIZING AND PRODIGIOUS CHEF IS FORCED TO GO BACK TO THE SMALL TOWN WHERE HE GREW UP. THERE, HE REALIZES THAT THE MICHELIN STAR HE DESIRES MIGHT LIE IN HIS OWN ROOTS, THE SAME ONES HE TRIED TO ESCAPE FROM...AND WHERE HE MIGHT ALSO FIND TRUE LOVE."
Anaatha,N/A
Ancika,"In 1995, Dilan, the former motorcycle gang leader, fell in love with Ancika, a woman who hated motorcycle gangs. Furthermore, Ancika didn't like dating, so Dilan had to find a way to conquer her, a very different woman from Milea, his ex."
Angel from Hell,A dark kingdom's prophecy hinges on a mission of seduction led by a beautiful agent sent to earth. Her task? To sway the hearts of young men who are destined to protect the kingdom of light.
Angithee 3,"Kunal and Riwa's lives crumble after a tragic accident, leaving Kunal paralyzed. Both feeling helpless and distant, seek solace elsewhere, raising the question: can helplessness justify betrayal in a relationship?"
Anonymous Valentine,N/A
Anora,"A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled."
Another End,"Two people who have loved each other, and continue to love each other, even after one of them dies."
Anyone But Her,"Close friends face a challenge when one announces marriage, leading to plans to disrupt the wedding."
Apaixonada,"Apaixonada, a book by Cris Souza Fontes, follows a woman who faces an identity crisis and embarks on a journey of self-discovery."
AppleEye,"A bilingual (English/Japanese) Rom-Com with a twist, centered around a Hispanic-Japanese relationship coach and other unique characters, a theme of lookism. PLCCFF Best Feature Rom-Com 2025"
"April, Come She Will","On the morning following the eve of their engagement, the fiancée disappears from the man's side. He is left to reminisce about why she chose to run away."
Apsara,N/A
Arquitetando em Sampa,"Johnny Caldas' route through the essence of São Paulo. The architect explores iconic locations such as the ""Copan"" Building, the ""Circolo Italiano"", the ""Farol de Santander"", the ""Luz"" Station, the Augusta and Buenos Aires parks, and the legendary Paulista Avenue. In addition to innovative art exhibitions, historic buildings, and iconic streets, he showcases the beauty, energy, and diversity from a place that never sleeps. The path that reveals the vibrant soul of the city that inspires Pitako Carioka's projects."
Art of Love,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed."
Artist Unknown,"Unlucky-in-love martial artist Juniper has hit rock bottom. She's working at her ex girlfriend's MMA studio by day and crashing on her couch by night. Needing something to call her own, Juniper steps into a local thrift store and buys a painting. What was a spur-of-the-moment purchase turns into a life-changing adventure when two masked thieves try to steal the painting. She surprises herself and the would-be thieves when she fights back and escapes. When forced to fight the ultimate battle for the painting, she realizes the true value lies not in the beauty of the painting or the allure of a new lover but in the strength of her own self-worth."
As Margens de Canavieiras,N/A
Asheq,"In a romantic setting, a love story unfolds between a man named Malek and a girl Farida ending in marriage Malek works as an addiction therapist, while Farida becomes entangled in various problems due to falling into the trap of addiction."
Ashes,"A wealthy, married woman falling in love with a mysterious carpenter, which will lead to many conflicts."
Ask Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. Eric fears his secret may end their affair."
Assisting Venus,N/A
Atashi no!,"Akoko and Mitsuki are two childhood friends that are so different, yet they still get along well. What happens when they both catch feelings for the same boy? Of course, they're shaken, but good friends shouldn't fight for a boy - right?"
Auntie Gertie,"30-year-old virgin Johnny lets his sister, a final year make-up student, transform him into a woman as an experiment, but his work crush Emily then mistakes him as her new childminder, Auntie Gertie."
Auron Mein Kahan Dum Tha,"After 20 years in prison, a man reunites with his lost love and the truth behind his crimes is revealed."
Avantyura,"Single friends are looking for romantic adventures on New Year's Eve and invite strangers to visit. Pharmacist Sima was abandoned by her fiancé three years ago just before the wedding, and she was never able to find happiness. In order not to be bored on the coming New Year's Eve, Sima invites single friends to her place, prints invitations with her home address and throws them into bags of medicine for male buyers who have attracted her attention. Surprises begin when guests appear on the doorstep."
Avassaladoras 2.0,N/A
Aveer,N/A
Ayo Balikan,The Selatan's two-year wait for answers was finally worth it. Alma is back. But with many questions in Selatan's head.
Azzamine,"Azzam and Jasmine's love journey which started with an arranged marriage. Azzam is a pious, kind, gentle and patient man."
B4S: Truoc Gio Yeu,"Before they can have sex, three couples must survive a night of unexpected and awkward adventures that force them to re-examine their views on love and intimacy."
Babli,"Abhirup and Babli meet, and Babli falls for Abhirup. She later discovers Abhirup loves Jhuma, her friend, who is talented and beautiful. The story explores their emotional conflicts and struggles with these intertwined relationships."
Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.
Bachhala Malli,"Spanning various periods in a man's life, this dark, real world drama uses jumps in time to explore the sometimes drastic and shocking consequences of familial and romantic strife"
Bad Boy in Love,"In the midst of the hustle and bustle of Bogor, Sara, a shy and simple Solo girl, starts a new chapter in her life by changing schools in this cool city."
Bad Boy's Security,N/A
Bad Guy My Boss Special EP,N/A
Bad Newz,"A crazy laugh riot which will show the outcomes of two sophisticated Punjabi men and a Punjabi girl. One of the men has a one night stand with the girl and somehow, craziness happens when she is pregnant unexpectedly."
Badaa Saat Fi Yawman Ma,"In a framework of suspense and romance, the events of the work take place over a period of time not exceeding a few hours, through a group of characters who are linked and intertwined between people and are brought together by love."
Bahupash,N/A
Bake Me a Heart,N/A
Bambara Wasanthe,"Ishara, the only beautiful young daughter of an elderly wealthy plantation owner, Clifford, is attacked by extortionists. Clifford has to pay ransom money to save his daughter. However, when the ransom is paid, the police intervene and try to catch the extortionists, but they run away. Meanwhile, three young men are recruited for new jobs in the tea plantation. A love affair develops between one of the young men, the handsome Sameera, and Clifford's daughter Ishara. Greshan, the estate superintendent, who is strict about this, objects to it. He maintains a secret relationship with Clifford's young wife Sherin. Soon Sherin gets murdered and Ishara and Sameera tries to uncover the secrets behind the murder but then unexpectedly, Ishara gets kidnapped again, and its upto Sameera to solve all the mystries and save Ishara."
Bana Beni Anlat,N/A
Bar MoskvaChiki,"Three young friends from Moscow are going to St. Petersburg to unwind. Unexpectedly for themselves, they buy a bar with their last savings and meet three guys who have one secret. A confrontation ensues, full of intrigue and unexpected twists. Will the girls be able to achieve success, or will they have to return to Moscow with nothing?"
Baryali,N/A
Bau: Artist at War,"The inspiring love story of Joseph Bau, artist, forger, holocaust survivor. Using his artistic skills, humor and hope in the camps, Joseph stays alive and helps hundreds to escape. Miraculously, he finds love in the midst of despair."
"Be My Guest, Be My Baby","While realistically depicting the background and hardships of young Filipina women working in ""Filipino pubs"" in Japan and their harsh working environment, this unique love story depicts how multicultural coexistence can be achieved."
Bean Theory,"An unlikely duo find love in unexpected circumstances. when the lovably awkward Jason finally builds up the courage to spark up a conversation with his distant admiree Lily, everything changes."
Bear Week Diaries,David (Jonathan Yaskoff) is ready for a fun carefree week of his life. Until he meets Ryan (Robert Fuller) who makes him question his feelings about love. LGTBQ love story set during the real world of Bear Week in Provincetown.
Beat the Beast,"Greed awakens a legendary monster in a desolate ghost town. A construction crew seeking hidden jade finds itself in a brutal fight for survival, where family bonds are forged in blood and fire."
Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together."
Beautiful Wedding,"After a crazy night in Las Vegas, Abby and Travis discover that they're married, and they head to Mexico for a honeymoon with friends and family."
Beauty and the Billionaire: Bali,Bali visit for business publicity turns sour as billionaire angers locals. Uncle's accident necessitates round-the-clock care from mistreated doctor. Tangled events jeopardize high-stakes negotiations.
Because I Love Bad Weather,"When she can no longer live in a world of lies, Irina runs away to the only place she feels secure and truly happy. But there she meets someone from her past and the two of them will reveal secrets that could save or ruin both of them."
Bed & Breakfast,A socially awkward workaholic resigns on a whim and then contemplates her new future in a Groningen village full of eccentrics while wrapping the local bachelors around her finger.
Bedtime Stories: Tales of Love and Hate,N/A
Before Marriage,"An unmarried young woman is distressed to find she is with child. She faces a major decision, recognizing that bearing a baby out of wedlock clashes with prevailing proprieties."
Before We Forget,"An Argentinian filmmaker struggling to finish a movie about his unrequited first love receives an unexpected invitation to reconstruct his memories, revisit his past and perhaps even find a new ending to his story."
Believe in Christmas,"Two best friends travel to Christmasland, a place filled with hope and miracles."
Ben and Suzanne: A Reunion in 4 Parts,The romantic reunion of Ben Santhanaraj and Suzanne Hopper is thwarted when Suzanne's boss asks her to work during their holiday road trip.
Benaam Rishta,"In the City of Dreams, Hema, a housemaid, dared to dream of love-unexpectedly, with her employer Shikha's husband, Rohan. Will this forbidden affair satisfy her yearning for love, or will their relationship remain undefined?"
"Bernadotte, Louise & Napoleon",Power struggle during Napoleonic war times. The Swedish King is getting old. The country needs fresh blood. Bernadotte becomes the new Crownprince of Sweden. The french criminal/spy Maurice manipulates at the Swedish court. By László
Berta y Pablo,N/A
Bewafa Darling,"A delivery boy, who is married and has no job, gets his wife a job. Due to the job, his wife starts neglecting him and gets involved with someone else. What will be the outcome of this betrayal? Let's see."
Beyond Limits,"Daisy, a house wife is maltreated by her husband. Her brother in-law is against the way her husband treat her and on several occasions defends her. The Story changes when they both fall in love."
Bhabhi Ki Barat,N/A
Bhediya: The Hunter,A Scientist has a Theory that Man was an Animal in the early times and it took many Centuries for him to Become a Human from an Animal. It is not known how Correct this Theory was.
Bichos Muy Raros,N/A
Bienvenidos al paraíso,"A chocolatier facing money woes and a rebellious partner meet, fall in love. Six months later, they plan a lavish Caribbean wedding. However, jealousy consumes their relationship during the holidays, leading to disastrous consequences."
Bigayan,Gameboys director explores gay couple's seven-year open relationship. One proposes exclusivity; will the other agree to keep their bond.
Billionaire Bodyguard,N/A
Biography of Meng Po,"In a time before Meng Qing became Meng Po, the Goddess of Oblivion, and Qing Heng became Yue Lao, the God of Matchmaking, the couple from different worlds was forcefully torn apart by divine punishment. Meng Qing perished, carrying with her the remnants of Qing Heng's soul, and descended into the realm of the dead - City of Delusion. In the perilous and enigmatic city, Meng Qing exhausts every effort trying to restore Qing Heng's broken soul, only to find that her long-awaited beloved is still alive. Determined to uncover the truth of their past and reunite with her beloved, Meng Qing breaks free from the city and bravely presses onward. But what lies ahead is only the harsh reality. Love, friendship, revenge, forgiveness, growth, and acceptance - how will Meng Qing decide?"
Biz Ayrilamayiz,"Metin and Hande got married after a long period of dating, but they divorced after a while. One day, the mother of the two surprises them and comes to their house. Since Hande's mother, Leman, has heart disease, Hande and Metin did not tell their families that they were divorced."
Black Owner and Horny College Girls,College girls fall in love with the charm of a black man. He it's so good. Let me eat it one more time.
Black Tea,"After saying ""no"" on her wedding day, Joice leaves the Ivory Coast to start a new life in Guangzhou, China."
Blame the Game,"A young man meets his new girlfriend's friends for the first time at their regular game night, putting him under pressure to make a good impression. But then suddenly, her ex shows up as well."
Blind Date,N/A
Bling Bling Palava,"A notorious Lagos playboy is forced to confront love, responsibility, and fatherhood when a mysterious child is left in his care only to discover it was all a setup to make him grow up before it is too late."
Blue Sun Palace,"When tragedy strikes, an unexpected bond forms between two migrants in the Chinese community of Queens. Far from home, their labor-filled lives intertwine as they grieve and search for familial connections."
Boda Love,A humble boda boda driver rescues a lonely British woman after she falls for an internet romance scam in Kenya.
Bolte Chai,N/A
Bonjour Tristesse,Cécile's relaxing summer with her father in the south of France is upended by the arrival of the enigmatic Anne.
Bonnie & Clive,"3 young adventurers take a road trip of a lifetime. Venturing from London to Lands' End along one of the longest historical routes in Britain, 300miles, they arrive on the cliffs of the West Country to sing their song of peace and freedom."
Booking,"Navigating the tricky world of love, Shihab finally falls for the elusive Tania. But with her notorious arrogance, will he be able to break down her walls and win her heart?"
Books & Drinks,"David travels to Dominican Republic to sell a house he has inherited from the father he never knew. There he will meet Maria, who is going to turn his life upside down."
Boomerang,N/A
Boot Camp,"Follows unathletic Whitney Carmichael, who signs up for an intense summer boot camp to reinvent herself and falls for her personal trainer. She then finds the strength to embrace her true self and ignore the others' expectations."
Borjatri,N/A
Boy Trouble,N/A
Boys on Film 24: Happy Endings,"Let BOYS ON FILM move, inspire and uplift you with this stunning collection of 11 new gay short films, marking the final physical edition of the series."
Brakpan Bruilof,"On her 29th birthday, Aletta Vlok gets wedding fever. She starts arranging her wedding before she even has a man. Boetie Bouwer, a mechanic, is convinced that he is the man for Aletta, but when the big day arrives, everything goes wrong."
Breakup Season,"A young man brings his girlfriend to his rural Oregon hometown to introduce her to his family, only for things to go terribly wrong upon arrival."
Bring Back the Colour,"In a city divided between the Reds and the Blues, Ved, is consumed by a desire for revenge against the Blues, which he blames for his parents' deaths. Ved plots to take down the leader of the Blues. However, Ved's plans are disrupted when he unexpectedly reunites with his childhood sweetheart, June. June rekindles Ved's old feelings and introduces him to a different perspective. He fits in with neither the reds or the blue, as he is a son of both. Ved must struggle between his quest for vengeance, and a path to move forward."
Broken Glass,"Dylan meets Luna after many years since graduation, and soon they fall in love with each other, unaware of the obstacle that is about to come, changing their lives forever as secrets from Luna's past are also uncovered."
Buk Poketer Golpo,"Three interconnected romantic stories unfold, delving into the intricacies of love, passion, and heartbreak."
BumHer,When Jalisa Church (Lanikah Padgett) finds her Fiancé Tim Reagan (Tyrone Bonds) 24hrs after he proposes in bed with another woman. It leads her to find love in a very unusual way. Meeting Jacob Reaves (Deezy Barz)
Buzzy Noise,"Apartment building manager by day and electronic music composer by night, Kiyosumi enjoys his ""clean and simple"" existence free from relationships and distractions. He only needs his music, or so he thinks. One day, he gets an unexpected admirer as a distressed female neighbor destroys both his room's window and his solitude."
Byvshiy v pomoshch,"German and Lera are preparing for the wedding. The groom is going to give his beloved a car, but the car dealership insists on taking her for a test drive. The salon's salesman turns out to be Lera's ex-boyfriend, Maks, a reckless stuntman who is trying to make money on his stunt videos while working part-time at a car dealership."
C4 Cinta,"Hari, Soniya, and friends traverse Singapore and Malaysia, confronting revived relationships, unvoiced realities. Their journeys explore love, memory, identity through emotional drama involving family and friendships."
CHU LAY ASMAAN 2024,"In the aftermath of the devastating 2005 Kashmir earthquake, Some Individuals is thrust into a world of chaos, where survival is just the beginning. As they navigate the physical destruction left in the earthquake's wake, a deeper and more personal battle emerges-one that has long been buried beneath the surface."
Can You Say... Looking?,"It is a romantic coming-of-age short film drama about the passage of time, It's a heartbreaking realistic look at what happens when two people meet and see the course of their relationship spiral with time."
Cazadoras de Millonarios,"Three young women conclude that hard work will not give them the life of their dreams. So they enroll in a course promising to teach them the secret to catching millionaire men, but will they find the comfort they crave, or will the lessons they learn be more than they bargained for?"
Cedo Demais,"""Cedo Demais"" is a national comedy-drama about two friends, André and Lucas, who are married to the same woman, Dora, recently the widow of Narciso, a friend in common."
Cedric & Alysia,"Following his return to a homeland ravaged by war, Cedric Vale offers his services as Knight-Protector to the Baron of Pres, only to learn shortly after that the Baron has married the woman he loves, Lady Alysia."
Chainsaws Were Singing,Adventures await when new lovers are separated by a chainsaw killer.
Challengers,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend."
