Title,Storyline
Bloody Bridget,"Music driven horror-comedy. A voodoo deity transforms burlesque dancer into a ""Valentine vampire."" Blood only whets her appetite--she must eat her victims beating hearts. Baron Samedi drinks rum, smokes cigars and chases after mortal women. His wife, Maman Brigitte, is the red-haired Celtic goddess ""Brigid"" of Irish mythology, adopted in Haiti as their goddess of Death. Women seek her for protection--and justice. Bridget O'Brien is a red-haired waitress and burlesque dancer at a Van Nuys dive bar. She is exploited by her boss, her boyfriend and finally a sleazy attorney who attacks her--only to have her arrested for assault. Then comes the abusive prison matron. Finally, Bridget attempts to take her life. But Baron Samedi intervenes, thinking her the reincarnation of his disappeared wife. Bridget is empowered as a ""Valentine vampire."" ""What is that?"" she asks. ""Oh, you shall see!"" says the Baron. Blood tastes good, but is not enough--she must feast on the hearts of evil-doers."
Blues Run the Game: The Strange Tale of Jackson C. Frank,"In the mid-60s, Jackson C. Frank released a masterpiece of folk music in Britain. This young American songwriter was close to Simon & Garfunkel, Bert Jansch, John Renbourn, Al Stewart, Roy Harper, Sandy Denny and many others. All of them were influenced by this enigmatic and tormented character. Shortly after the release of his unique album, he disappeared. Wrecked by a series of tragedies in his life, he chose to cut himself off from the world and got trapped by his demons. Still today, young musicians like John Mayer, Laura Marling or Robin Pecknold perform Blues Run the Game. This documentary follows Jackson C. Frank's footsteps to unknot the threads of a tragic destiny. Facts and songs don't express everything about a man, a personality. Who was Jackson C. Frank? Who remembers him? Where to find meaning, or even light, in a life as dark as his?"
Blur: Live at Wembley Stadium,"Follows the concert of the band's 2023 show which was played for 150,000 fans."
Blur: To the End,"Blur's recent reunion, captured across a year in which they made a surprise return with their first record in 8 years."
Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music."
Bobby Harden Live at Brooklyn Bowl,N/A
Bocchi the Rock! Recap Part 1,"Introverted girl, skilled guitarist 'Guitar Hero', dreams of school band. Unable to make friends until high school when drummer contacts her, altering her solitary life."
Bocchi the Rock! Recap Part 2,"The 2022 hit animated television series ""Bocchi Za Rokku!"" re-edited for film. The film, which also attracted a great deal of attention in terms of music, with the full album ""KESSOKU BAND"" ranking first in Oricon's ""Digital Album Ranking by Number of Sales by Production"" in 2023, will be revived on the movie theater screen."
Boléro,"In 1928 Paris, choreographer Ida Rubinstein commissions Maurice Ravel to compose the music for her next ballet. Facing a crisis of inspiration, the composer revisits his life and dedicates himself to create a universal masterpiece, Bolero."
Born to Be Wild: The Story of Steppenwolf,"Steppenwolf's ""Born to Be Wild"" brought instant global fame. Featured in Easy Rider, the song defined a generation. The band's path led from war zones to Toronto streets to worldwide music stardom."
Boxcutter,"After his laptop is stolen, an aspiring rapper goes on a quest across the gentrifying streets of Toronto to find his music in time for the event that could change his life - a meeting with a Grammy Award winning producer."
Boy,True life story Following tragic but intriguing life of Julian. A Master of Alternative Medicine with a gift for Music
Bratya,"Slavik, a carefree Sochi resident, learns of a grave illness. His only hope is a long-lost brother - famous singer Philipp Kirkorov. To meet him, Slavik hatches a daring plan to kidnap Kirkorov, leading to an incredible adventure."
Breathe,"""BREATHE"" unravels the lives of a suburban LA community ensnared by drug trade. Interwoven fates collide, forcing them to confront their darkest truths and navigate loyalty, ultimately leading to a tragic, irreversible transformation."
Bruce Springsteen's Nebraska: A Celebration in Words and Music,"Warren Zanes offers the words from his book, 'Deliver me from nowhere', and this fine cast of stellar musicians perform songs from Nebraska in an intimate setting."
"Bryson, the Demon Slayer","A visual album depicting Bryson Gray's epic battle against Satan's cunning temptations, showcasing his unwavering faith in God amidst dark trials."
Burst & Bloom Presents: Almanac Mountain is Breaking Up with You - LIVE,N/A
Buzzy Noise,"Apartment building manager by day and electronic music composer by night, Kiyosumi enjoys his ""clean and simple"" existence free from relationships and distractions. He only needs his music, or so he thinks. One day, he gets an unexpected admirer as a distressed female neighbor destroys both his room's window and his solitude."
Böhse Onkelz: 40 Jahre Onkelz - Live im Waldstadion,Das Konzert zum 40. jährigen Bandjubiläum der Böhsen Onkelz. Durch Corona verschoben von 2020 auf 2022. Aufgenommen am 22. & 23.07.2022 in Frankfurt mit rund 60.000 Fans.
Cabaret Total,"ASI comes back from the war in the south of Israel. With his uniform, he entered to a small theater at his Southern hometown. In front of a small audience of locals, he performs in cabaret show focused on the day-to-day life in the town. In the mornings he works as a drama teacher in the local high school. He becomes the public enemy after a video taken in the classroom, in which he speaks against the IDF goes viral. He decides to fire back in his cabaret, which strongly attacks Israeli society and government."
Cammyo 2 Echo Pussycats: Clairvoyancy,N/A
Canciones con Historia. La Beriso,N/A
Canciones con Historia. Los Auténticos Decadentes,N/A
Cao Bela,N/A
Carmina Burana: Dancing in Defiance,"A live recording of Carl Orff's world-famous musical masterpiece Carmina Burana, performed by more than 100 singers and dancers of the National Opera and Ballet of Ukraine (Odessa)."
Castles in Haiti,"An exploration of the multicultural history, music, art and heritage of people of Haitian ancestry. Uncovering the deeply rooted cultural and artistic ties that bind Haiti, the U.S., Latin America and other communities all over the world."
Chicago & Friends in Concert,N/A
Christopher - A Beautiful Live Tour,Denmark's pop star and actor Christopher is wrapping up an 18-month world tour on home turf - in a sold-out Royal Arena in Copenhagen. It will be a truly unique concert - for both the audience and Christopher.
"Cintas, Fotocopias y Sellos Trucados",N/A
City Limits: Ottawa's Hip-Hop Story,"In an age when Hip-Hop culture is captivating the minds and hearts of millions globally, Canada's capital is generally left out of the conversation. City Limits explores the sounds, stories, history, and future of Hip-Hop within Ottawa."
Concierto para otras manos,"A boy with a disability must convince his father, a classical pianist, to work as a team to achieve their dream of making music together."
Coven of the Black Cube,"A mysterious coven helps unhappy wives murder their husbands. A deadbeat stoner turns a pizzeria into a video rental head shop, and a lost soul falls in love with a serial killer, in this heavy metal queer romance cursed by black magic and the occult."
DJ Mixset,"With the popularity of social media, the DJ has become a household name, influencing pop culture and setting cultural trends in Hip Hop as music producers, big stage acts and representing brands."
Deaner '89,"A hilarious headbanger finally makes it after struggling for decades, revealing it was all because of a childhood incident when the dark forces of heavy metal reached out from the grave."
Decibel,"When a struggling singer-songwriter gets the opportunity of a lifetime to work with a tech-obsessed music producer, her art and life are put in peril as she is forced to help create the perfect AI music algorithm."
Def Leppard - Live at the Leadmill,N/A
Descendants: The Rise of Red,"After the Queen of Hearts incites a coup in Auradon, her rebellious daughter, Red, and Cinderella's perfectionist daughter, Chloe, must team up and travel in time to undo the traumatic event that drove a young Queen of Hearts to villainy."
Devo,"In 1980, new wave band Devo scored a hit with ""Whip It"" and gained mainstream success with their message of societal ""de-evolution"", formed in response to the 1970 Kent State shootings."
Diane Warren: Relentless,"The untold story of a legendary songwriter. Featuring Cher, Common, Jennifer Hudson, Gloria Estefan, Kesha, LeAnn Rimes, and more."
Diddy: Summit to Plummet,"Call him Diddy, Puff Daddy, or Brother Love. No alias can mask the flood of sexual abuse lawsuits levied against music mogul Sean Combs. Will 3 decades of bad boy behavior be his swan song?"
Die Alchemie des Klaviers,"Als der Pianist Francesco Piemontesi eine unveröffentlichte Aufnahme des Pianisten und Komponisten Sergei Rachmaninoff hört, ist das wie ein Schock für ihn. Diese Freiheit des Spiels, diese Farben und Nuancen, diese Virtuosität, die doch immer mit einem Lächeln präsentiert wird, überwältigen ihn. Er beschließt, zu erforschen, was er hier zu hören glaubt: die Alchemie des Klaviers. An der Seite von Regisseur Jan Schmidt-Garre macht sich Piemontesi auf eine Reise zu älteren Kollegen, die ihm zu diesen geheimen Elementen des Klavierspiels Auskunft geben können. Er fährt zu Maria João Pires nach Spanien, zu Jean-Rodolphe Kars in ein französisches Kloster und zu Stephen Kovacevich nach London. Er lässt sich von der Opernsängerin Ermonela Jaho inspirieren, auf dem Klavier zu singen, und vom Dirigenten Antonio Pappano, die Farben des Orchesters aufs Klavier zu übertragen. Zum Abschluss besucht er seinen alten Lehrer und Mentor Alfred Brendel. Und selbst der 1943 gestorbene Rachmaninoff ist plötzlich wieder sehr lebendig."
Disco's Revenge,"Disco. Never. Died. DISCO'S REVENGE is a pulsating deep dive into the very soul of disco music and its impact across genres and history. Told by the people who created it, nurtured it, and in turn, discovered themselves on the dancefloor."
"Disco, Ibiza, Locomia","Follows the Spanish group Locomía, showcasing the ins and outs of club culture, the golden age of record companies and the explosion of Latin music in Miami."
Do I Shock U Like Lightning,"When a failed guitarist finally decides to leave LA for good, a chance encounter with a ukulele-playing stranger reignites his creative spark."
"Dolly Parton: Bigger Hair, Bigger Heart","No royal beginnings for this Queen of Country Music. Known for her larger-than-life positive attitude parading big hair and bold make-up, Dolly Parton would carved out her own identity as a singer, movie actress, and entrepreneur."
Don Giovanni,"Seducer, suborner, unscrupulous, savage, deaf to the lamentations of abandoned women, to the threats of their outraged fathers as to those of Heaven, Don Giovanni listens only to his pleasures. But destiny is watching and vengeance awaits."
Don't Ever Stop,"De Vit kept the 90s generation dancing despite the AIDS epidemic through interviews and his words, a moving tale of beats, living, ecstasy and his continuing legacy."
Doraemon the Movie: Nobita's Earth Symphony,"Doraemon and friends go on an adventure to meet new buddies, connect to people with music, and save the world from a crisis."
Dread Zeppelin: A Song of Hope,"A Song of Hope captures the band's extraordinary story using hours of unreleased archival show footage, personal tape recordings, and hundreds of unpublished photographs."
Dream Academy,N/A
"Düsseldorf, Skåne","The year is 1986. Fredrik and Nina are passionate about synth music. Fredrik's synth band is about to play its first gig but during the most important weekend in Fredrik's life, everything is put to the test."
Edward Bear,The story of Canadian Rock icon Edward Bear.
El Columpio Asesino at Bilbao BBK Live 2024,"El Columpio Asesino is one of Spain's greatest krautrock bands. In 2024, crowned with glory, they embark on a farewell tour that includes the BBK Live Festival. El Columpio Asesino (""The Killer Swing"") was born in Pamplona in 1999. Although the group's desire to experiment has led it to evolve considerably over the years, El Columpio Asesino now unites the talents of Albaro Arizaleta (vocals and drums), Cristina Martínez (vocals and guitar), Raúl Arizaleta (guitar) and Iñigo ""Sable"" Sola (trumpet, percussion and synthesizer). El Columpio Asesino's music is indeed shifting and difficult to classify, drawing on krautrock, electro, post-punk... This great mix of genres produced six albums between 2003 and 2020 and, with them, a number of hits: ""Toro"", ""Ballenas Muertas en San Sebastián"", ""Babel""... The emotion was palpable at the BBK Live Festival, with many festival-goers eager to say goodbye to this cult band. Fortunately, thanks to ARTE Concert, this farewell can continue for several months after the Bilbao date. The magic of replay. Filmed on July 13, 2024 at the Bilbao BBK Live Festival, Spain."
Electric Callboy: Tekkno - Live in Europe,N/A
Electronic Body Movie,"Electronic Body Music is the dance floor evolution of Industrial music, with deep roots into Post Punk and Neue Deutsche Welle. It all started in Germany and Belgium in the early 1980s, when seminal bands such as Deutsch Amerikanische Freundschaft, Front 242 and Liaisons Dangereuses laid the foundations for this new music style, marked out by thumping beats, aggressive vocals and sequenced synth bass lines. Adrenaline-filled live shows, controversial lyrics and provocative looks shocked the music press and fueled the audience imagination, leaving a burning mark on the hearts and minds of their followers."
Element of Crime in Wenn es dunkel und kalt wird in Berlin,"In the summer of 2023, the band Element of Crime will embark on a week-long tour of Berlin - not just a tour of various concert venues, but also a journey through their own stories and memories, a homage to their city."
Elton John: Never Too Late,"It showcases never-before-seen concert footage of him over the past 50 years, as well as hand-written journals and present-day footage of him and his family."
En La Caliente: Tales of A Reggaeton Warrior,"He came from nowhere, forever changed a country with his music, then disappeared. A tragic portrait of one of the most consequential and forgotten artists in contemporary Cuba. A film about youth, dance and rebellion."
En kväll för LeMarc,"During an unforgettable evening on January 10, 2024, a new generation of artists, along with long-established stars, stepped forward and thanked Peter LeMarc for the music and inspiration."
En la Sala,"Join American rock band Making Movies on the stage of the Historic Folly Theater in Kansas City as they record their first ever live album. Described by NPR as ""perhaps one of the most unique groups around today,"" Making Movies performs all-new arrangements of songs from their latest album XOPA. Featuring Grammy Award-Winning musician Asdru Sierra of Ozomatli, ""En la Sala"" offers viewers a rare opportunity to experience an intimate Making Movies concert from the comfort of their own homes."
End Game: Battle Rap Part 1,"Step into the world of elite battle rap with End Game, a two-part event hosted by John John Da Don at Atlanta's iconic Club Domaine."
End Game: Battle Rap Part 2,"Step into the world of elite battle rap with End Game, a two-part event hosted by John John Da Don at Atlanta's iconic Club Domaine."
Eno,"A generative documentary about artist Brian Eno, with 52 quintillion possible iterations, so that no viewing is the same twice."
Epik High 20 the Movie,N/A
Eric Nam: House on a Hill World Tour - Live from London,N/A
Estopa: Concierto 25 aniversario,N/A
Ethered,A battle rapper is forced to ghostwrite for a popular athlete who threatens his life in more ways than one.
Ett hjärta är alltid rött,"'Ett hjärta är alltid rött' is the story of the Swedish rock band Imperiet's way, from the rubble of Ebba Grön to Svensktoppen and the big arenas. It is also the story of Sweden in an era when the country had a decisive place in the world political arena, and social involvement of artists was a matter of course. Imperiet was born from the iconic punk band Ebba Grön. They became the fixed stars of the post-punk generation and one of the biggest Swedish rock bands of the 1980s. Media-savvy, but often uncomfortable with celebrity, the band took the music in new directions."
Ezezez at Bilbao BBK Live 2024,"Newcomers to the Basque music scene, the musicians of EZEZEZ go wild at the Bilbao BBK Live Festival. A fitting tribute to the energy of their album Katuzaldia. EZEZEZ is like the Viagra Boys and Parquet Courts having a child in the Basque Country. The brainchild of singer/guitarist Unai Madariaga and producer Eneko Ajangiz, the band also includes drummer Alvaro Olaetxea and bassist Mikel Irigoyen. Between them, these four musicians compose a nervous, electric rock that gave rise to the albums When I think something is funny I smile (2022) and Katuzaldia (2023). These two opuses can be heard live on stage at the Bilbao BBK Live Festival, in the heart of Euskal Herria. In conquered territory. Filmed on July 12, 2024 at the Bilbao BBK Live Festival, Spain."
Faders Up: The John Aielli Experience,"John Aielli influenced Austin's musical diversity for over 50 years. The opera singer from Killeen became Austin's legendary voice. His freeform interviews, on-air mishaps and philosophical musings made ""Eklektikos"" a one-of-a-kind show."
"Fear, Food, Violence and Random Outcomes",The Making and Tracks of the Album of the Same Name
Fidil Ghorm,"Molly is a ten-year-old girl who believes that if she learns to play the fiddle like her dad and wins the All-Ireland Music championship, her father will wake from his coma."
Find Me Falling,"After a failed comeback album, rock star John Allman escapes to a dreamy Mediterranean island, only to discover that his new cliffside home has an unfortunate notoriety that attracts unwanted visitors and an old flame."
Fly by Night,Unknown comedians Alex Dolezal and Aidan Fealy attempt to launch the national tour of their absurdist late-night talk show parody but a combination of ADHD and poor choices threaten to derail them before they can even start.
Foe,N/A
For King + Country: A Drummer Boy Christmas - Live,"Featuring holiday classics like ""Little Drummer Boy"" and original songs, it retells the Nativity story with themes of hope, love, and redemption in a stunning live performance."
For the One,"FOR THE ONE journeys through the stories that gave flight to the Summer Worship Nights tour. A celebration of music, vision, and community, FOR THE ONE weaves the passion of Brandon Lake and Phil Wickham into a memorable cinematic event."
Fuel,N/A
GHOST: Rite Here Rite Now,Combining live performance from Ghost's sold-out Kia Forum shows in LA with a narrative story that picks up plot threads from the band's long-running webisode series.
Gaga Chromatica Ball,"In front of 52,000 people, Lady Gaga delivers a career-defining performance at Dodger Stadium in Los Angeles during her 2022 Chromatica Ball Tour."
Galaxies,Heartwarming story about three individuals pursuing their musical dreams.
Galaxy Fanmade: Enhypen,"ENHYPEN delivers an unforgettable live concert, co-created alongside their fans, in this intimate and one-of-a-kind Galaxy Fanmade experience."
Genjitsu no Yohane -Sunshine in the Mirror- Movie,N/A
Germen,"Germen was an extreme and underground Goregrind band from Elche, Alicante, Valencian Community (Spain). This documentary is a tribute to the band and a review of its history told by the members themselves. It includes interviews, never seen before pictures and live performances."
Giannis Spanos: Piso ap' ti markiza,"A discovery of the incredible musical journey of Yani Spanos, setting off from small-town Kiato to major collaborations in Paris, and ultimately his huge success in Greece. With rare documents and interviews and through the eyes of a devoted fan, we explore why Spanos chose to stay behind the scenes, letting his music steal the spotlight."
Given 3: To the Sea,"The final installment of the Given series, Given 3 takes place after the events of Hiiragi Mix and focuses on the continuing relationships between the core characters."
Given the Movie: Hiiragi Mix,Hiiragi Mix takes place after the events of the Eiga Given and is mainly focused on the relationship between Mafuyu's childhood friends Hiiragi Kashima and Shizusumi Yagi.
Glenn Fredly: The Movie,"Tracing the footsteps of the late singer Glenn Fredly, this biopic delves into the pivotal moments that shaped his musical and personal journeys."
Gloria!,"In 1800, at a girls' school in Venice, isolated and supposedly mute domestic servant Teresa discovers the joy that music can bring, teaming up with a group of talented girls."
