Title,Storyline
23:47,"23:47 synopsis ""23:47"" Is A Profoundly Existentialist Film That Sensitively Explores The Theme Of Death And Its Treatment From The Perspective Of Social Ethics. It Delves Into The Human Psychological Deterioration Resulting From Neurological Traumas, Especially Strokes, And How Those Surrounding The Affected Individuals Grapple With These Complex Issues. The Central Questions At The Heart Of This Film Are Both Profound And Deeply Personal: How Do We Navigate The Suffering Of A Loved One? Where Do The Boundaries Of Free Will Lie For Those Who've Experienced Neurological Trauma? Do Those Around Them Possess The Moral Authority To Make Decisions On Their Behalf? Is It Ethical And Moral To Determine What's Best For A Close Relative Who Can No Longer Make Decisions For Themselves? The Film Revolves Around The Profound Impact Of Anika's First Therapy Session Following Her Mother's Passing. Anika Experiences The Three Primary Stages Of Grief - Denial, Anger, And Acceptance - As She Seeks To Uncover A Troubling Truth. Simultaneously, We Are Introduced To Ecaterina's Story. She Resides In The Same House As Her Father-In-Law, Gregoire, Who Is In An Advanced Stage Of Alzheimer's Disease. As Gregoire's Condition Deteriorates, The Ethical Dilemmas Surrounding His Care Become Increasingly Complex, Prompting Ecaterina And Those Around Her To Confront Their Own Values And Beliefs. During The Therapy Session, A Phenomenon Known In Psychology As ""Countertransference"" Emerges Between The Two Stories. Ecaterina Projects A Sense Of Liberation Onto Anika's Situation, Opening The Door To A Profound Existentialist Discussion. ""23:47"" Stands As A Film That Places The Most Profound Human Dilemmas Front And Center In The Face Of Life's Most Significant Challenges. It Offers An Intimate Look At The Struggle To Balance Love, Compassion, And Moral Responsibility For Those Who Can No Longer Make Decisions For Themselves. The Film Invites The Audience To Reflect On The Limits Of Human Autonomy, The Power Of Empathy, And The Ethical Decisions We Must Make When Our Loved Ones Can No Longer Decide For Themselves. Throughout, It Pays Tribute To French Culture, Which Played A Significant Role In Shaping The Director As A Visual Artist, A Clear Influence That Permeates The Film. The Film Follows Two Main Characters, Anika And Ecaterina, Both Immigrants Living In France. Anika, A 35-Year-Old Architect, Hails From A Broken Family And Resides With Her Mother. Her Father Left Them When She Was Five Years Old, And Her Mother's Stories About Him Portrayed Him Positively Throughout Her Childhood. However, Anika, Driven By Curiosity, Eventually Uncovers A More Complicated Truth About Her Father, Who Now Has A New Family And Is Unhappy In His Current Marriage. Meanwhile, Anika's Mother Suffers A Debilitating Stroke That Leaves Her Paralyzed On Her Left Side. Anika Feels A Moral Obligation To Care For Her Mother, Even Though It Becomes Increasingly Challenging. Providing Care At Home Becomes An Arduous Task, As Her Mother Struggles To Accept Her Dependence On Others. After A Second Stroke, Anika's Mother Becomes Entirely Immobilized, Requiring Round-The-Clock Care. Anika Experiences Conflicting Emotions Throughout The Year, Oscillating Between A Desire To Escape The Burdensome Responsibility And A Deep Sense Of Moral Duty Towards Her Mother. One Evening, Anika Returns Home To Find Her Mother Lying Next To The Bed, A Situation That Had Occurred Frequently Before, Prompting Her To Seek Help From Neighbors. This Time, Anika Handles The Situation Differently: She Gazes At Her Mother, Smokes A Cigarette In The Kitchen, And Then Calls A Neighbor For Assistance. Afterward, She Calls Ecaterina To Inform Her Of Her Mother's Death. When The Neighbor Arrives At The Door, She Declines Further Assistance. Subsequently, Anika Calls An Ambulance, And Medical Professionals Officially Declare Her Mother's Passing At 23:47. During Their Therapy Sessions, Anika Confides In Ecaterina, Recounting The Circumstances Of Her Mother's Death And Her Complex Emotions Surrounding It. Ecaterina, The Film's Second Central Character, Is A 37-Year-Old Therapist Who Moved To France For Her Education. There, She Met Her Future Husband, Who Was A Music Teacher. Their Relationship Was Built On Open Communication, Leading To A Bohemian Lifestyle. After Several Years Of Marriage, Gregoire's Father Was Diagnosed With Alzheimer's Disease. Gregoire Refused To Place His Father In A Care Facility, Leading Ecaterina To Accept The Responsibility Of Caring For Him At Home. The Film Navigates Between These Two Stories While Examining How Both Characters Cope With The Challenges Of Caring For Loved Ones With Terminal Illnesses And The Ethical Complexities That Arise. Their Different Approaches To Caregiving Reflect Their Unique Backgrounds, Education, And Personal Strengths. ""23:47"" Presents An Intimate Exploration Of The Human Condition, Highlighting The Complex Interplay Of Emotions, Ethics, And Responsibilities When Confronted With Life-Altering Circumstances. It Is A Tribute To The Enduring Influence Of French Culture On The Director's Artistic Journey And Offers A Thought-Provoking Cinematic Experience."
24 Flavours,"In order to move forward, April comes from abroad to resolve her past and examine relationship with her father Tang who abandoned his wife and daughter and started new family."
24 Hours,"Eleni starts her first day as a distributor in a distribution company. George has been doing this job for quite some time, while Angelos tries to balance his personal and professional life. What seems easy in theory, in practice everything is different. Every order, every door that opens for delivery hides the unknown behind it. On the streets of Thessaloniki, seemingly independent stories of delivery drivers will unfold, which within twenty-four hours will cross each other, just as the streets of the city cross, which under the motto ""relaxed"" hides a harsh reality."
26 January,N/A
2nd Miracle in Cell No. 7,"Two years have passed, and Kartika lives with Hendro and Linda. However, when Hendro agrees to adopt Kartika, the Social Service prevents it. The inmates in cell No. 7 and Hendro decide to fight for justice in their own way."
3 Days 2 Nights in Poblacion,"Two besties rediscover the true meaning of their friendship through booze, bar crawls, and guy conflicts."
"3 Days, 3 Murders","If you are a killer, you will stay and if you are killed, you will leave this house and the world very soon. Every sin prolongs your life."
3 Generations,N/A
3 Karod 24 Khallak 1 Sawaal,"A reputed heart surgeon, Dr Devang Dholakia and his family members are held hostage at different locations. Why have they cornered the entire Dholakia Family? Will they come out of this unscathed?"
3 Way Poly,N/A
3 Working Days,"A desperate man holds up a bank, taking the staff and customer hostage with an ultimatum to process his delayed transaction. Unknown to him, his move has disrupted the plans of a deadly gang that has planned to attack the same bank."
3 Worlds Apart,N/A
30 Hours Survival: Gauraiya Live,A girl and her family in crisis. The family's request for rescue from politicians goes in vain when they create a political agenda around Gauraiya's life.
3310'dan Tüm Birimlere,N/A
3rd October,"Revolves around two lawyers with contrasting perspectives, each justified in their own right. The film sheds light on the role of the justice system and the media within our society."
3rd Place,N/A
4 Faces,"Having served 20 years of a 25 year prison sentence for the murder of his wife, Old man regains his freedom, thanks to an early release. The first thing he wants to do is to meet the estranged members of his family for one last dinner gathering. Old man is keen to make up for the mistakes of his past and approach his new-found freedom with maturity. However, Old man sees that there is bad blood between everyone in his family and, most shocking of all, he learns that the woman he once loved has cheated on him with his closest kin. In utter despair, Old man, now 60, must decide whether to commit another murder and go back to prison, or embrace his religion, take refuge in God and abandon his family for once and for all."
40,"A famous vlogger commits suicide after her content is based online. When she is about to kill herself, a man is quick enough to save her."
40 Acres,"In a post-apocalyptic world with food scarcity, a Black family of Canadian farmers descended from American Civil War migrants defend their homestead against cannibals trying to seize their resources."
43 Degrees North,"While grieving the loss of his late wife, a world-renowned author goes into seclusion on an island in the Gulf of Maine. In his isolation, he befriends a strange entity that may not be of this world."
48 Hours and 1 Minute,"When the 48-hour-law prevents police to search for an abducted child, a resilient mother is forced to hunt through the perilous streets of Belgrade, despite the effects of her psychiatric medication."
4:44 : Time of Fear,"A short-form horror set in a limited-spaced apartment which is based on everyday life and materials such as ASMR, deliveries and noise between floors."
4PM,A suspense thriller depicting a peaceful couple's daily life slowly turning into a nightmare due to a neighbor who visits every day at 4pm.
5 No. Swapnomoy Lane,"Two cousins relentless pursuit to reclaim their ancestral home. Aided by a doctor and lawyer, they overcome hurdles, blending past charm with modern vibrancy in this heartwarming, generational tale."
5 Pounds of Pressure,N/A
52 Hertz no Kujiratachi,"Kiko Mishima, neglected and abused by her family, moves to a seaside town. She meets mute Mushi, abused by his mother, who reminds her of her past."
6 in the Morning,"Sara has been accepted for PhD in philosophy at a Cnadian university. She is about to leave by plane at 6 AM. Her friends, however; invite her to their home for one last party together. when it seems good, things take an unpleasant turn."
60 Miles North,"After losing the role of a lifetime, an aspiring actor retreats to his hometown. When he encounters a woman who has Lyme disease, an unexpected friendship develops, forcing them both to make life-altering decisions."
7 Days Without Sex,"After a wild party night, Richie visits the clinic and receives some devastating news that could destroy his 3-year relationship with his girlfriend Mariah. With the help of his best friend Reiko, Richie tries to not have sex for 7 days."
7 Melek,7 Melek tells the story of 7 female special forces police who struggled on the night of 15 July.
7 Seals,N/A
72 Sigan,"Film about the occupation of Seoul in three days during the Korean war, which the DPRK calls the fatherland liberation war. Divided into two parts."
76 Days Adrift,"After a whale hits his boat, Steven Callahan survives 76 days alone on a life raft crossing the Atlantic. His bestselling story ""Adrift"" comes alive through vintage footage, photos, and recreations."
77,"Two days before the commencement of the Second World African Festival of Arts and Culture (FESTAC) of 1977, an aggrieved ex-serviceman is invited to be part of a cause out to upset the political order of the continent."
78 dana,"After their father is conscripted during the 1999 NATO bombing of Yugoslavia, three sisters begin a Hi8 video diary in their countryside home. They film each other putting on make-up, picking cherries, playing party games, getting into fights and helping their mother cook. This fragile, intimate world is perhaps their only shelter from the reality of bombings, sirens and war."
8 Confessions in Los Angeles,N/A
8 Don 75,"In a small village in Maharashtra, this is the story of Ramchandra alias Anna Moghe , the son of Kirwant , Amol. Amol, the son of Anna's first wife. Amol's mother passed away when he was eight or ten years old. In the form of Vatsala in the house, a new home came to the house. As Amol got older, he became obsessed with Vatsala and stopped talking to Vatsala . He started talking less to her as much as he could. This family had a tradition. In fact, this was the problem of this family. Ramchandra Moghe , that is, Anna had to become Kirwant because of the promise he made to his mother. Kirwant Anna Moghe was the third generation in this family. Amol's situation was similar. He decided to become a doctor because of his promise to his mother. Mukund alias Nanu Kulkarni was the fourth angle in the triangular family of Amol, Anna and Vatsala . Around the villages, there was a single shop selling material for last rituals, which was owned by Nanu .Since the last three generations they have been in the business of supplementing each other. Anna was waiting for the results of Amol's 12 th and NEET exams. One day a photoshoot was going on in the village and it was there that Amol saw the Kavita for the first time. From that day onwards, Kavita was all over Amol's mind and within a week, the results of Class XII in the state followed by the results of NEET examinations. Anna talked to Nanu Kulkarni and admitted Amol to a newly started ayurvedic medical college. Kavita, eldest daughter of MLA Bhaurao Tare. Although Kavita is on the college campus, Bhaurao had set up the college along with Nirmalatai Indurkar on the condition that she should become a doctor. Amol, Kavita is the first batch of this college. With the exception of one and two like Kavita in Resident College, everyone was staying in a hostel on the college campus. College, education started. Nikhil Devrukhkar was elected unopposed as this year's University Student Representative. Along with education, different world of college, hostel, fun and the love triangle of Kavita Amol Sandhya also started. Everything was going well. Love and education go hand in hand, happily rejoicing with each other and in fact one day..... Nikhil went on strike in college. College, lectures all closed. The reason was that there was no cadaver in the college. A cadaver was one important thing which every medical student needed for education. Amol was upset and was in tension with these happenings and strike. He spends most of his time thinking about how he will fulfil his promise to his mother. The aggression of the children's movement begins to grow. One day Nirmalatai comes to the college and announces that the college will provide free education to the boy who will arrange the cadaver for the college and a competition for arranging the cadaver among the children begins. Amol thinks that he can easily arrange a cadaver, in simple words, a dead body. Since Amol's father is Kirwant , this seemingly easy task becomes more difficult because he is Kirwant. How does every boy in College arrange cadaver i.e. dead body? What does everyone do for that? After all, who can arranges a cadaver? Whose education was declared free? This film is definitely a roller coaster ride of emotions, comedy, drama with a tinge of social message."
8 Views of Lake Biwa,"On the shimmering shores of Europe's otherworldly edge, two teenage girls, Hanake and her best friend are discussing their first love interest while gazing out at yachts sailing to Kyoto. They whisper prayers and poems, the language of their longings. But the magic is fading in their isolated fishing village as they come to terms with a recent disaster, with some indulging in acts of erotic art, some in spiritual spells. It becomes clear that intimacy alone won't help them process their loss. In a deeply visceral tale, acclaimed Estonian director Marko Raat explores themes of love, illuminating the lives of a community who still believe that they are connected to the universe."
823-y kilometr,"The story of ""The 823rd kilometer"" is based on the prose of the classic of Tatar literature Amirkhan Yeniki, namely on three of his short stories: ""Beauty"", ""Who Sang"" and ""For only one hour"". The main character of the film is a writer, winner of the Nobel Prize in literature, who has been living in Europe for many years. The writer's terminal illness forces him and his wife to come home to see the place where their family's roots come from for the last time. They meet with their only son, a successful director, a ""citizen of the world."" The complicated relationship between father and son is set off by touching stories: ?- about two Shakir boys (madrasah students) - 1908; ?- about a lieutenant dying on an ambulance train, who hears the shrill voice of his beloved singing a song through his delirium - 1941; - about the son who was able to visit his native home for just one hour before being sent to the front in 1943. And all these stories, and the modern one created by the screenwriter, and written by Amirkhan Yeniki, converge at one point - the 823rd kilometer, a place of power for all generations of this family."
840,N/A
8th St.,"Ms. Crystal White is a corrupt criminal who runs the City of Paxton. She finds herself up against Bernard Brooks, the pastor of a small church. Pastor Brooks has his eyes on the same building on 8th St., in which Ms. White and her evil doers conduct all their wicked deeds. However, Ms. White has built an empire of greed that she refuses to let go."
8th St. 2: New Beginnings,"Ms. Crystal White is a corrupt criminal who runs the City of Paxton. She finds herself up against Bernard Brooks, the pastor of a small church. Pastor Brooks has his eyes on the same building on 8th St., in which Ms. White and her evil doers conduct all their wicked deeds. However, Ms. White has built an empire of greed that she refuses to let go. Jordan White answers the call of God to change the course of his life, however, this call comes with a great cost to his loyalty, convictions, and love."
8x8,A young couple Sarp and Eda rent an Airbnb house in a distant shore of Istanbul before a long break. They find Can lying on the ground in blood and help him to recover which will change their vacation for good.
9 Hao Chuan Qi,"Yu Kun, former No. 9 ace pitcher and national baseball player, retired due to a shoulder injury. He began to coach a team full of shepherd boys at the invitation of Dolma, and met Dorje, a boy who had an infinite obsession with winning."
9 Lives,Dark. Comedic. Queer. Follow the journey of Clara and June as they navigate a bizarre night together thanks to an unlikely hero: a dead cat named Beans.
9 sekund,"Aldar Tsydenzhapov was born in a small village in the Trans-Baikal Territory and since childhood wanted to serve in the navy. And his dream came true. However, his life was short-lived, ending at the age of 19 after a disaster on the destroyer Bystry, where he selflessly saved the entire crew."
99 Problems of Yellow,Two women in their prime must fight against society's beauty standards and strive for self-acceptance.
A Balloon's Landing,"Hong Kong writer Tian Yu and Taipei gangster Xiang set out to find the Bay of Whales, uncovering surprises and forming strong bonds along the way."
A Beautiful Imperfection,"The passionate story of the life and love of Lucia, a renowned veiled courtesan who is the exception to the rule."
A Blink Away,N/A
A Body to Kill for 2,"As China White continues to find love in all the wrong places, hurt and disappointment continue to turn her hopes for fairy tales into nightmares."
A Bronx Tale: The Original One Man Show,"One man lives in the neighborhood, another man owns it. A devoted father battles the local crime boss for the love of his son"
A Brooklyn Love Story,"A longtime family-owned business gets pressured to sell to gentrify the neighborhood until a local loving mobster concocts a crazy plan to save the day, clearing the way for two people searching for love to find their everlasting."
A Brother and 7 Siblings,"After the untimely death of his older siblings, a struggling young architect suddenly becomes a ""single-parent"" for his nephews. When opportunity for a better life arises, he must choose between his love life, career, or his nephews."
A Brother's Bond,In order to collect the inheritance their late father left them two brother's must go on a series of adventures together and re-create their brotherly bond before receiving it.
A Caixa,"A suspense drama that reveals the moving story of a young girl raised at the mercy of an abusive mother, addressing family dynamics and the lasting scars of trauma."
A Carpenter's Prayer,"The inspiring true story of a pastor and his family building a new church and a troubled carpenter who becomes their unlikely source of hope, proving that faith in God is the true path to redemption, even in the most tragic circumstances."
A Christmas Gamble,"Former sports gambling addict, Chance needs $60,000 to save his mother from nursing home eviction. So he falls back into his old habits, only to learn he's never lost a bet on Christmas. Is this the Christmas miracle he's been waiting for? Or just an addict who can't control himself?"
A Christmas Heart,A fireman and a teen come to terms on forgiveness.
A Circus Tale & a Love Song,"A romantic circus performer leaves Mexico seeking love, landing in New Orleans where he falls for an exotic dancer - but her possessive ex threatens their chance at happiness."
A Coffin of Stars,"In rural Virginia, a man unwittingly discovers a mysterious cosmic force haunting not only the woods beyond his property, but the very starlight above. Soon, he will come to realize that this isn't an abduction he's facing...it's revenge."
A Complete Unknown,"In 1961, an unknown 19-year-old Bob Dylan arrives in New York City with his guitar and forges relationships with musical icons on his meteoric rise, culminating in a groundbreaking performance that reverberates around the world."
A Cowboy Against Thunder,"Three traders make their way across the prairies to deliver a mysterious box to an unknown buyer, but an unnatural storm strands them at a homestead. The house is home to a single strange occupant - The Watcher. The Watcher tells tales of a magic lantern and a desperate cowboy attempting to save his wife. As they decide what's real and what's not, the traders hatch a plan to retrieve the large iron chest they left stranded in the storm. The Watcher warns them of a spirit that haunts his homestead to this very day. Unexplained happenings and violent confrontations lead to the revelation that The Watcher is not as he appears. A twisted family history leads to the truth behind the lantern. And just when it seems like the traders have a handle on things, they come face-to-face with the elusive cult known only as The Red Hats."
A Crumbling Affair,N/A
A Curse in Disguise,"When Temi heeds her friend's counsel regarding her marital challenges, the decisions misfire, endangering the stability of her marriage."
A Dangerous Prey,"Keisha flees urban gentrification for a fresh start, only to be targeted by racists in her new home. She fights to survive as she turns the tables on her predators in a battle for survival as she herself becomes a dangerous prey."
A Day for Driving,"When Emilio engages with an unknown caller, his dull existence suddenly becomes a life or death rush, and driving may be his only shot at survival."
A Different Man,"An aspiring actor undergoes a radical medical procedure to drastically transform his appearance, but his new dream face quickly turns into a nightmare."
A Dime 2 a Dolla,"Lost in the streets, Ben tries to make money by any means necessary in order to take care of his family and to make his mother proud."
A Dog's Will 2,"After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city."
A Dream: Liphupho,N/A
A European Christmas,"When Christmas movie director Ivy has another 'heartless' flop, she seeks the star of her debut hit in snowy Serbia. Despite refusing to return, he shows her the wonder of Serbian Christmas."
A Family Affair,"A surprising romance kicks off comic consequences for a young woman, her mother, and her movie-star boss as they face the complications of love, sex, and identity."
A Father I Never Had,"Thobile persevered without giving up, she persisted in her relationship, and her daughter wholeheartedly embraced her viewpoint throughout."
A Father's Love,"A taxi driver, already struggling to support his wife and children, finds an abandoned baby in the back of his cab."
A Father's Love,N/A
A Few Moments of Cheers,"Kanata, a high school student who loves making music videos, finds purpose and inspiration after watching a street performance by Yu, a teacher who abandoned her dreams of having a music career."
A Film in The Clouds Come Up Here with Me (a Prophetic Journey from Now until The End),"With so much mystery regarding the direction this world is taking, we need a playbook that shows us the beginning from the end. In this film, one inspired man is determined to expose to the world what The Revelation of Jesus Christ means."
A Fragile Flower,Blossoming Vietnamese songstress with mesmerizing voice and gentle soul experiences resilience and hope amidst personal struggles.
A Frozen Rage,"When he accidentally found that the oil thief was the driver who caused his younger brother to become disabled, an accident involved him in dispute with oil thieves. He bravely faced it, became a hero in the fight against oil theft."
A Fúria,"Third part of Ruy Guerra's trilogy initiated in ""Os Fuzis"" (1964) and ""A Queda"" (1978)."
A Game of Two Halves,"When Sanjay, a young British student finds himself in India teaching football to poor children he is unaware of the journey of self-discovery he is about to embark on."
A Ghetto Love Story,"A poignant romantic drama centered around Obinna and Stella, childhood friends whose dreams of a lifelong connection are overshadowed by life's harsh realities."
A Girl Like Her,N/A
A Girl Like Him,"A Girl Like Him is a coming of age drama centered around a small-town teen who makes a surprising life change, spiraling their lifelong best friend into a dark place when he realizes things will never be the same between them."
A Girl Named Ann,A drug-addicted girl from an abusive family finds hope through kind people but her grim reality strikes back just as she sees a glimmer of light.
A Girl Upstairs,"Suzie lives in the downstairs flat and is often annoyed by her upstairs neightbour, Emily, who plays her music too loud late at night. However when Emily disappears Suzie believes the police are not doing enough and starts to investigate."
A Girl with Closed Eyes,A murder suspect and detective with a shared past reunite to investigate the killing of a bestselling author. The suspect claims the author had kidnapped her years ago.
A Glimpse of Forever,N/A
A Good Enough Day,A man who is facing his imminent death attempts to make amends and a human connection with people in his life that he had created distance with after a tragedy.
A Grain of Salt,"Amidst a political campaign to represent his people in a post-WWII British Government, a Punjabi community leader faces unexpected opposition from a member of his own flesh and blood."
A Grand Mockery,"Josie's mundane life changes when mental illness drives him to Queensland's rainforests. Shot on super-8, this playful diptych shifts from dark comedy to transformation alongside its protagonist."
A Grievous Error,"Ebuka's love is not enough, as his love interest abandons patience and falls for the alluring mirage before her, only to realize that the perfect choice is just a captivating illusion."
A Hard Place,"Chudi's life takes a dramatic turn as he finds himself entangled with a narcissistic woman. Just when he believes his troubles are behind him, an unexpected event unfolds."
A Hateful Enemy,"Chase returns home from prison with plans to live a new life. Meanwhile, a friend turned enemy wants a debt paid that Chase cannot make."
A Heart That Forgives 2: The Battle Within,Manny's life spirals into darkness after he's thrust into single-parenthood and feeling the guilt of decisions which he feels were the difference between life and death. He must find a way to live and love again--or lose himself forever.
A Heart for Christmas,"A young girl's Christmas wish comes true when the mom she never knew comes home for the holidays, but the family reunion gets complicated now that her father's heart belongs to someone else."
A Heart on the Mend - Part 2,"Ralph's mending heart has been nurtured and healed by his new found love, Joanne. Christèle, their mutual friend who left five years ago without a trace, suddenly returns with a daughter, Sophie. The trio's relationship will once more be tested as Sophie mysteriously falls ill. Will this inconvenient news bring them closer together or shatter their hearts on the mend?"
A Herner Ferike faterja,"Somewhere in a small village in Hungary three public workers dig the same ditch year after year for aid, while they talk about the same day after day. One of them, Béla learns that the TV news showed a former classmate of them, Frike Herner, whose father was the village's policeman when they were children. Béla recalls how at that time a childish conflict between the two of them grew to a great extent. As he remembers more and more details, begins to realize that human destinies repeat themselves from generation to generation and are just as constant as the always-the-same ditch in front of them. Comical and sometimes painfully thought-provoking story through present and past try to find the answers to questions ranging from the individual to the entire world: are we in God's hand, or is God inside us, and can we shape our own destiny? The film is based on the play of the popular Hungarian writer, János Háy."
A House in Fragments,Lingering impressions of a relationship that has fallen apart.
A House on Fire,"Montse, divorced and with two children who have long since ignored her, has been preparing for a family reunion at her home on the Costa Brava. Nothing, absolutely nothing, will prevent her from enjoying one last weekend with her family."
A Hundred Lies,"Following the journey of Ricky, a 25 year-old musician from Toronto, while he navigates the volatile terrain, and overcomes personal adversity."
A Journey,"Refusing treatment for her cancer, a woman goes on a road trip across Tasmania to check off items on her bucket list with her husband and best friend."
A Kidnapping in Amish Country,An Amish woman's daughter is kidnapped. She seeks help from her estranged friend who left the Amish community and found social media stardom.
A Kiss That Kills,N/A
A Lab Story,"To overcome bullying and defy expectations, an Aeta girl teams up with a folk healer's son to compete against a 10-year champion in the Agri-Quiz Bee - Finals."
A Land Behind,N/A
A Legend,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.
A Letter to My Husband,N/A
A Little Dark,N/A
A Little Family Drama,"A Mexican American family, whose lives revolve around their legendary restaurant, prepares for their annual family reunion dinner oblivious to the fact that a shattered taco truck dream is about to change everything."
A Little Film About Friendship,Joel and Trent take a weekend trip.
A Long Road to Tao,"Inspired by a true story of best friends (Dayne and Lance) who mysteriously lose touch, then reunite when Dayne discovers that Lance is dying of AIDS. A journey ensues as spiritual enlightenment unfolds through sea, sand and nature, embracing acceptance of the inevitable death of his best friend and the rising of consciousness. A Long Road to Tao will encourage audiences to reach a depth of becoming water, facing fears and accepting the flow of love as love."
A Long Walk to Happiness,"ALWTH (A Long Walk to Happiness) follows the journey of Ajay, a solitary man who has spent his life longing for a sense of belonging and familial connection. Growing up as an orphan, Ajay never experienced the warmth of a family's embrace or the security of a stable home. One day, fate intervenes when Ajay meets Maha."
A Man and a Woman,Two strangers who land in Hong Kong on the same transfer flight during the pandemic and end up stranded in side-by-side rooms in the same quarantine hotel.
A Man is Dead,"Pushed to the edge, a reclusive man takes vengeance on those that wronged him."
A Matador in Paris,"Filmed on a shoestring budget in the iconic streets of Montmartre and the serene landscapes of Normandy, Matador in Paris is an intimate, poetic journey through the heart of artistic struggle and self-discovery. Featuring a remarkable cast, including Andrew White and Eric Wheelis, along with a host of talented local musicians, actors, and artists. The story follows the enigmatic journey of a missing man and a lost poet, whose fates intertwine as they delve into the cultural myths that have shaped the last century. Together, they unravel hidden truths about art, identity, and the search for meaning in a world full of illusion. Inspired by the Nouvelle Vague movement, Matador in Paris blends mystery with introspection, challenging the boundaries between reality and myth. A tribute to the timeless allure of Paris and the boundless passion of its artistic soul, Matador in Paris invites viewers to question the nature of truth and art while celebrating the beauty of personal reinvention."
