Title,Storyline
Ataturk II: 1881-1919,"After proving himself at Gallipoli in 1915, Mustafa Kemal began his journey, facing major battles against Russians on the eastern front and British in Syria, becoming the only undefeated Ottoman officer in WW1."
Atín Aya. Retrato del silencio,"Documentary about the photographer Atín Aya, considered the portraitist of silence and who was an important inspiration for the aesthetics of La isla mínima."
Audrey's Children,"1969. Dr. Audrey Evans joins world-renowned children's hospital and battles sexism, medical conventions, and the subterfuge of her peers to develop revolutionary treatments and purchase the first Ronald McDonald House, impacting millions."
Avicii - I'm Tim,"This is the story of Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii."
Bach - Ein Weihnachtswunder,1734: Bach defies the Leipzig city council by rehearsing the Xmas Oratorio with his choir to prove he can enthrall the congregation. But the performance is canceled. Bach's wife Anna uses her connections to help change the council's edict.
Back to Black,"The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time."
Bad Bunny: Global Takeover,"Not many music artists can claim to be a famous pop star, professional wrestler, and activist - meet the 'King of Latin Trap,' Bad Bunny. Bad Bunny is known for bringing reggaeton music onto the global stage."
Bad Case of the Country Blues: The Linda Martell Story,"Linda Martell is the first Black woman to perform at the Grand Old Opry, in Nashville, TN in 1969, at the height of the Civil Rights movement. To date, she is the most commercially successful Black female artist in country music history, with her country-western remake of the Winston's ""Color Him Father"" reaching as high as number 22 on country music Billboard charts. But unlike her male counterpart, Charlie Pride, and countless white female counterparts, Linda's success and legacy is often overlooked and rarely ever mentioned. Until now. Bad Case of The County Blues: The Linda Martell Story, is a story of what it means to have the courage to pursue your dreams. It's a story of how that courage may not exactly result in the future you might have hoped for, but is, without a doubt, all you need to find the purpose that you and only you were meant to walk in."
Barnen från Camp Ashraf,"As children, they were taken from their parents and sent to Sweden with the aim of one day returning as warriors to overthrow the current regime in Iran."
Basketball Jones: The First Chapter,"The story follows the first chapter of teenager Aaron ""Quick"" Nelson. From a struggling neighborhood, he faces the ultimate test of ambition, family responsibility, and self-belief. As he navigates heartbreak, personal loss, and the pressures of the basketball court, he must rise above the odds to claim his dream--or lose everything he's fought for."
Beautiful Rebel,"The origin story of one of Italy's greatest rock stars, Gianna Nannini, who chased her dream despite obstacles from her family and the music industry."
Becoming Hitchcock: The Legacy of Blackmail,"Exploring Hitchcock's iconic style through his early film ""Blackmail,"" an insight into the director's emerging techniques and themes during the transition to talkies, showcasing elements that would define his later masterpieces."
Becoming Madonna,"Madonna's rise to fame from 1978 to 1992, exploring her personal life, controversies, and the challenges she faced during that period."
Beethoven's Nine,"Beethoven's renowned Ninth Symphony, celebrates freedom and humanity, resonates across time through performances commemorating pivotal events, revealing the work's profound cultural impact and timeless expression of resilience."
Beethoven's Nine: Ode to Humanity,"A film about music, war and hope. It follows 9 unique individuals, including Ukrainian musicians, a deaf composer, a Polish rock star, a best-selling author, a legendary cartoonist and the director himself, as they grab the Ninth's legacy."
Being Maria,"Maria Schneider's rise to fame after ""Last Tango in Paris"" and its controversial production's impact on her life and career."
Better Man,"A singular profile of pop superstar Robbie Williams, chronicling his meteoric rise, dramatic fall, and remarkable resurgence."
Between Time and Space: E.S.T.,"It is an experiment based on the ""E.S.T."" process and therapy. ""E.S.T."" is an experiment where someone is locked inside a room in complete obscurity for a month or longer in order to cure any ailment."
Beyaz Zenciler: Yapim Asamasi,N/A
Bhanu,"Rabindranath Tagore, Asia's first Nobel laureate, explores life in 1870s Bengal during his adolescent years, as he searches for his true calling."
Biggest Heist Ever,"Morgan, a hipster rapper otherwise known as Razzlekhan and Forbes contributor, and her husband Lichtenstein were arrested after being accused of conspiring to launder nearly 120,000 Bitcoin."
Bir Cumhuriyet Sarkisi,"In 1930s Turkey, a handful of young, talented and determined people strive to realize an artistic revolution in a fledgling country."
Blake Edwards: A Love Story in 24 Frames,"Explore the story of director, screenwriter and producer Blake Edwards, known for cinema classics such as ""Breakfast at Tiffany's,"" the ""Pink Panther"" series and ""10."" Also his marriage with Julie Andrews."
Blood'less' Revolution,"In 1974, a group of men lost their lives in what is still called today the Bloodless Revolution of Portugal."
Blue Road: The Edna O'Brien Story,"A 93-year-old Irish writer Edna O'Brien recounts her controversial life, novels, love affairs, and stardom through personal journals read by actress Jessie Buckley, with perspectives from writers like Gabriel Byrne and Walter Mosley."
Blues Run the Game: The Strange Tale of Jackson C. Frank,"In the mid-60s, Jackson C. Frank released a masterpiece of folk music in Britain. This young American songwriter was close to Simon & Garfunkel, Bert Jansch, John Renbourn, Al Stewart, Roy Harper, Sandy Denny and many others. All of them were influenced by this enigmatic and tormented character. Shortly after the release of his unique album, he disappeared. Wrecked by a series of tragedies in his life, he chose to cut himself off from the world and got trapped by his demons. Still today, young musicians like John Mayer, Laura Marling or Robin Pecknold perform Blues Run the Game. This documentary follows Jackson C. Frank's footsteps to unknot the threads of a tragic destiny. Facts and songs don't express everything about a man, a personality. Who was Jackson C. Frank? Who remembers him? Where to find meaning, or even light, in a life as dark as his?"
Blur: To the End,"Blur's recent reunion, captured across a year in which they made a surprise return with their first record in 8 years."
Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music."
Bob Noto - The World's Finest Palate,"The life and times of Italian gourmet and food photographer Roberto ""Bob"" Noto."
Bogart: Life Comes in Flashes,"Explores the iconic actor's journey to stardom through his relationships with his mother and four wives, including Lauren Bacall, using rare footage and his own narration to offer an intimate portrait of a deserving star."
Boléro,"In 1928 Paris, choreographer Ida Rubinstein commissions Maurice Ravel to compose the music for her next ballet. Facing a crisis of inspiration, the composer revisits his life and dedicates himself to create a universal masterpiece, Bolero."
Bonhoeffer: Pastor. Spy. Assassin.,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide."
Born Again: George Whitefield,"In the 18th century, a spiritual and cultural revolution swept across Great Britain and her American colonies. The marvel of this revolution was the son of a Tavern keeper. Out of these humble beginnings came a powerful voice proclaiming the new birth being 'Born Again'. Whitefield's voice startled the church like a trumpet blast. His theatrical persuasion transformed the pulpit into sacred theatre. He took the church outdoors and preached to tens of thousands at a time from Moorfields in London to Boston Common in the American colonies. He lifted his voice to preach to the spiritually starving masses and ignited the Evangelical Revival and the First Great Awakening. Whitefield was the most famous man of his time. He crossed the Atlantic 13 times and preached 18,000 sermons to an estimated 10 million people. He brought about massive social, political, and spiritual transformation in the Transatlantic world with his message of the 'new birth' being 'Born Again'."
Born to Be Wild: The Story of Steppenwolf,"Steppenwolf's ""Born to Be Wild"" brought instant global fame. Featured in Easy Rider, the song defined a generation. The band's path led from war zones to Toronto streets to worldwide music stardom."
Boy,True life story Following tragic but intriguing life of Julian. A Master of Alternative Medicine with a gift for Music
Brev til Håkon Banken,"Håkon Banken was a Norwegian artist, who sold thousands of cassettes and albums, with songs describing his own troubled life. He rarely did live shows or interviews, and struggled with anxiety and depression. This is his story."
Bröderna Andersson,"Sibling relationships are the longest-lasting in life but often not the most cherished. The Andersson brothers grew up in a working-class home in Gothenburg. Roy became an internationally acclaimed filmmaker while Ronny ended up as a homeless man. Kjell became a documentary filmmaker, and Leif lives as a disability pensioner. Johanna Bernhardson makes her feature film debut with a story about how life can turn out so differently despite seemingly similar circumstances. Through the portrayal of her father Leif and her uncles - with alcohol as a common thread - she also tells a tale of inheritance that stretches generations backward (and forward) in time. At the same time, she tries to get the brothers to stop sulking and reunite - before it's too late."
Burkitt,"A documentary exploring the life of Irish surgeon Denis Burkitt, who discovered Burkitt's lymphoma, as told by a survivor of this cancer."
Butterfly,"Ruminations on the life of actor Mick Innes: joy, failure, success, heartache, heart attack, reinvention and the love of his life."
COMA,"You are Alex Devine. You see and hear your friends and relatives come to you with their revelations, demands and grief, whilst you are unable to move or talk. Will your secrets be safe or compromised before it's all over?"
Cabrini,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children."
Can You Say... Looking?,"It is a romantic coming-of-age short film drama about the passage of time, It's a heartbreaking realistic look at what happens when two people meet and see the course of their relationship spiral with time."
Carles Sabater. No espereu res de mi,A very intimate and unprecedented portrait of Carles Sabater.
Cartas Telepáticas,"Lovecraft and Pessoa are among the most influential writers of the 20th century. A movie, created with AI images, exploring the invisible links between the unique points of view of these two authors."
"Carville: Winning Is Everything, Stupid","Set against the backdrop of the 2024 election, CARVILLE follows Democratic consultant James Carville as he navigates the current political landscape and delves into his famous, bi-partisan marriage to Republican strategist, Mary Matalin."
Chabuca,"Biopic that immerses us in the life of Peruvian host Ernesto Pimentel. A man who defied social conventions to become an icon of Peruvian television with his character of ""La Chola Chabuca""."
Chandu Champion,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.
Charmian Clift: Life Burns High,"Young Charmian left home for Sydney, met writer George Johnston in Melbourne. They moved to Hydra, befriending Leonard Cohen, before returning to Sydney. Her unfinished novel was set aside to help George's career."
Chhatrapati Sambhaji,"Chhatrapati Sambhaji Maharaj, son of Shivaji Maharaj, who grew up without parental love. Sambhaji proved himself a fearless and brave ruler, winning battles and instilling fear in the Mughal Empire."
Chhava,"Set in the storied Apshinge Military Village in Maharashtra, 'Chhava' offers an intimate glimpse into the lives of families bound by centuries of military service, from the reign of Chhatrapati Shivaji Maharaj to today."
Cinema Strada,"Having devoted much of his career to programming and film history research, Law Kar, a.k.a. Uncle Kar, places himself before the camera for the first time."
Citizen Glenn,Citizen Glenn is an autobiographical documentary film about the beginnings of Glenn Kroiss's career in the arts industry. The story follows the people who joined Glenn during this key moment in his life.
Clergyman,"The hero of the film will be one of the participants of the Radom events, Priest Roman Brazier, murdered by unknown perpetrators in 1976."
Colbert: All Students Can Learn,N/A
Colita sin filtros,N/A
Colonel Xanthi,N/A
Comrade Yuri,"An unsettling journey through the 20th century with KGB propagandist, Yuri Bezmenov."
Concepción,"""Concepción"" follows Conchita Cabrera de Armida, a devout Mexican woman balancing family and spiritual devotion. She founded five apostolic works, impacting Mexico and the Church. Her legacy of faith and love continues to inspire."
Cookster: The Darkest Days,"A dyslexic teen misunderstood by his family and desperate for respect, becomes a drug dealer struggling with addiction and debt while a rival threatens to destroy his world, driving him apart from the woman he loves."
"Cruel, Usual, Necessary: The Passion of Silvio Narizzano","Perhaps at first glance, the filmography of Silvio Narizzano appears unremarkable. Thanks to his sleeper hit Georgy Girl (1966), he's known largely as a ""one-hit wonder"" director. Upon closer inspection, however, likely no other filmmaker used cinema as effectively to exorcise personal demons in ways both ugly and beautiful. And few directors' sensibilities were more gay, both overtly and covertly. Film historian Daniel Kremer is your tour guide through an obscure, perplexing body of work heretofore ignored and often unfairly shunned. Cruel, Usual, Necessary: The Passion of Silvio Narizzano is an essay documentary of discovery."
Cutting Squares,"Poetic, crazy and inspiring ode to independent filmmaking and to a free, artist lifestyle. Featuring many celebrity encounters and Helmut Berger's final appearance in front of a film camera. Autobiographical docu by Alexander Tuschinski."
DCLXVI,"The stories of brilliant human beings whose lives were hindered, obstructed and destroyed by hell, hell being the others and yet these remarkable human beings continued to be generous, enlighten and help others."
Da Vinci,"This is the story of the outstanding Ukrainian warrior and freedom fighter Dmytro Kotsyubailo, who took part in revolution on the Maidan (Kyiv) as an 18-year-old boy, then went to the front to defend the country from the Russians."
Dad and I: The Legacy of Timothy J. Dunn,"Have you ever wanted to watch your ancestors talk about their lives? Join Dakota J. Dunn as he talks to his father Timothy Dunn about his life, for the future of the family to know who he was."
Davaj Paradiso,"""Davaj Paradiso"" is a documentary about Javad Alizadeh, an acclaimed Iranian cartoonist. It highlights his five-decade career, international awards, and contributions to caricature."
Daytime Revolution,Mike Douglas takes a week off and John Lennon takes over hosting duties.
"De Gaulle Vs Churchill : Mémoires De Guerre, Guerre Des Mémoires","Each wrote their war memories on their own, knowing that the other was doing the same at the same time. Discover the conditions under which De Gaulle and Churchill wrote their memoirs and the literary confrontation and views they shared."
De erfenis van Els Borst,N/A
Der Soldat Monika,"Don't dream it, be it: The Act of Killing goes Gender Frenzy. A psychedelically political psychogram of a right-wing transsexual and how he got to be what she is. Or so it seems."
Despierta tu alma,"A retired computer scientist shapes his own life into a film that fuses literature, visual art, electronic music and technology, guiding the audience on a journey of spiritual self-discovery."
Destiny or Will. Marusia,What dominates: destiny or will? Is the destiny more about happiness or sorrow? What is a good death? Memory. Care. Hope. A private story as a reflection of the Transcarpathian turbulent history in recent 100 years.
Dharmaveer 2,"Explores Anand Dighe's life, tracing his political journey and capturing the essence of his impactful legacy as a prominent figure."
Diane von Furstenberg: Woman in Charge,"Focuses on the life and work of Von Furstenberg, who created a name for herself in a field that was predominantly male and amassed a multi-million dollar fashion empire."
Diddy: Summit to Plummet,"Call him Diddy, Puff Daddy, or Brother Love. No alias can mask the flood of sexual abuse lawsuits levied against music mogul Sean Combs. Will 3 decades of bad boy behavior be his swan song?"
Die Hahnenkammbahn,N/A
"Disco, Ibiza, Locomia","Follows the Spanish group Locomía, showcasing the ins and outs of club culture, the golden age of record companies and the explosion of Latin music in Miami."
"Dolly Parton: Bigger Hair, Bigger Heart","No royal beginnings for this Queen of Country Music. Known for her larger-than-life positive attitude parading big hair and bold make-up, Dolly Parton would carved out her own identity as a singer, movie actress, and entrepreneur."
Domenico Modugno - L'italiano che incantò il mondo,N/A
Don't Ever Stop,"De Vit kept the 90s generation dancing despite the AIDS epidemic through interviews and his words, a moving tale of beats, living, ecstasy and his continuing legacy."
Doris Soffel - Mezzosopran Ein Leben im Labyrinth,N/A
Dr. Hedgewar,"A biopic on the RSS Founder Dr K.B. Hedgewar is in early works. The first-of-its-kind film, it will trace the journey of Dr Hedgewar. The film will be produced by Chanchal Kumawat and will be directed by Sunny Mandavarra."
Dragon Boy,"The fifty year journey of a fiercely passionate man, who, unwanted from conception, deconstructs a lifetime of rage and terror caused by rejection, desperate to find freedom."
Drazen,"The narrative of Drazen Petrovic, a celebrated Croatian basketball player, highlights his personal life and unique character, emphasizing his deep, complex relationship with basketball - both his greatest passion and his curse."
Duilio Cambellotti - Arte senza fine,N/A
Dulcinea,"""Dulcinea"" gravitates around the life of Dulcinea Bellido: a feminist, communist revolutionary who founded the first feminist organization during Francoism, paving the way the feminist movement in the Spanish Transition."
Dushu,N/A
El 47,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom."
El Chilote: Gloria del Béisbol Dominicano,The life and career of Dominican baseball player and executive Winston 'Chilote' Llenas.
El viaje de Sebastián,N/A
Eleonora Abbagnato - Una stella che danza,N/A
Elton John: Never Too Late,"It showcases never-before-seen concert footage of him over the past 50 years, as well as hand-written journals and present-day footage of him and his family."
"Enescu, Skinned Alive","George Enescu, a brilliant composer and violinist, is at the peak of his career and wants to compose an opera. He falls in love with a princess, Maruca, who inspires and challenges him. She is fascinated by Enescu and his music."
Ennio Doris - C'è anche domani,N/A
Entre Dois Rios e Outras Noites,N/A
Ernest Cole: Lost and Found,Follows Ernest Cole's journey as the first Black freelance photographer in apartheid South Africa.
Estimados Señores,"In 1954 Colombia, Esmeralda Arboleda leads women fighting for suffrage. During a crucial assembly debate, she faces fierce opposition and a personal crisis when her son has an accident, testing her resolve between family and cause."
Ett hjärta är alltid rött,"'Ett hjärta är alltid rött' is the story of the Swedish rock band Imperiet's way, from the rubble of Ebba Grön to Svensktoppen and the big arenas. It is also the story of Sweden in an era when the country had a decisive place in the world political arena, and social involvement of artists was a matter of course. Imperiet was born from the iconic punk band Ebba Grön. They became the fixed stars of the post-punk generation and one of the biggest Swedish rock bands of the 1980s. Media-savvy, but often uncomfortable with celebrity, the band took the music in new directions."
Faith of Angels,A stranger receives mysterious callings compelling him to search for a boy lost in an abandoned mine.
Fanon,Fanon's progressive methods at Blida hospital spark criticism. His humane patient care angers staff. FLN's Ramdane recruits him. He and wife Josie join Algeria's independence fight.
Faruk,"A filmmaker daughter documents the imminent demolition of her father Faruk's apartment building in Istanbul. Faruk, who is over 90, increasingly becomes the protagonist."
Faye,Faye Dunaway reflects on her life and candidly discusses the triumphs and challenges of her illustrious career.
Federer: Twelve Final Days,Follows the last 12 days of the career of a tennis player considered the best ever as he plays his final tournament.
Fedya. Narodnyy futbolist,"The people's favorite, the country's best football player Fyodor Cherenkov, is not going through the best period in his life. The only thing that keeps him from despair is his dream of playing at the World Cup. But the head coach of the national team removes him from the team at the last moment. Fyodor is seriously thinking about retiring, but for the sake of his family and fans, he returns to lead his club to the championship and become the best again."
Filmlovers!,"Celebrating movie theaters' magic, a film enthusiast follows the footsteps of Paul Dédalus. Memories, fiction, and discoveries intertwine in a torrential flow of cinematic imagery."
Fly by Night,Unknown comedians Alex Dolezal and Aidan Fealy attempt to launch the national tour of their absurdist late-night talk show parody but a combination of ADHD and poor choices threaten to derail them before they can even start.
"François Truffaut, le scénario de ma vie","Shortly before he died, François Truffaut had begun to share the story of his youth with his old friend Claude de Givray. Time was running out, however, and he never finished this work. This film reveals one part of this last narration."
Freak Out: The Joel M. Reed Story,N/A
Freedom,"Inspired by real events, the story of Bruno Sulak, a true Arsène Lupin of the 20th century."
Frida Khalo Woman Experiences,N/A
"From Hilde, with Love","In Berlin 1942, Hilde is a member of an anti-Nazi group. She falls in love with another member, Hans. The two spend a summer together until they get caught by the Gestapo and Hilde is imprisoned, eight months pregnant."
From Roger Moore with Love,"An exclusive behind-the-scenes look at the life of charismatic actor Roger Moore, who redefined the role of James Bond."
Funmilayo Ransome-Kuti,"A fearless female leader sparks a revolution against colonialism and patriarchy in Nigeria, forever transforming the destiny of her nation."
Garbo: Where Did You Go?,"An urgent, timely and compelling portrait of Hollywood icon Greta Garbo, whose fame, isolation and loneliness still captures us."
Gary,"Explores Gary Coleman's rise to fame as a child star, his struggles with living in the spotlight, financial troubles, depression, and the controversy surrounding his tragic death at age 42, providing insight into his private world."
Gaspare Spontini Celeste Amore,N/A
Gaston - Last Clown Standing,N/A
"Georges Pompidou, la cruauté du pouvoir","On April 2, 2024, France will commemorate the 50th anniversary of the death of Georges Pompidou, the second president of the Fifth Republic, whose term of office was cut short by his death in 1974. This documentary recalls the mark and republican destiny of this grandson of peasants and son of primary school teachers, who ushered France into a conquering and unprecedented modernity, bringing many industrial, scientific and cultural advances. Unlike all those who have held supreme office since 1958, Pompidou did not passionately seek power. From one stage to the next, responsibilities seem to have imposed themselves on him, as if he were obeying a destiny."
Gevart,"Arthur Gevart, among the 100,000 general practitioners in France, devoted his life to the care of others. As retirement approaches, he decides to refocus his life on what is essential: his family. This documentary delves into the heart of the daily life of this singular individual, a polyglot who masters five different languages. He takes us on a philosophical journey, playing the role of his own life. The captivating story of a man driven by passion and empathy towards others, juggling three jobs: regulator at the SAMU during the night, doctor in the office and in a retirement home during the day."
Ghouroub,"Raymond prepares a filmed presentation about forgotten female singers in Lebanon, sparking debates and discussions about art, history, and patriotism among his team."
Giannis Spanos: Piso ap' ti markiza,"A discovery of the incredible musical journey of Yani Spanos, setting off from small-town Kiato to major collaborations in Paris, and ultimately his huge success in Greece. With rare documents and interviews and through the eyes of a devoted fan, we explore why Spanos chose to stay behind the scenes, letting his music steal the spotlight."
Giroud,"Despite constant disrespect, Olivier Giroud always delivered. Hear from France's all-time leading goalscorer and more legends of the game as they discuss the striker's incredible career."
Glenn Fredly: The Movie,"Tracing the footsteps of the late singer Glenn Fredly, this biopic delves into the pivotal moments that shaped his musical and personal journeys."
Go Against the Flow,"Second half of the 1970s. Several teenagers from Ustrzyki Dolne, led by a charismatic and undisciplined student of the Ustrzyki vocational school, Siczka, decided to become punks and play punk rock. They were inspired by the Sex Pistols band heard on a foreign radio station and the new ""punk"" culture. First, they send a letter to Radio Free Europe asking for more ""free people's music"" on the air. To their amazement, the letter is read live, and the station starts airing a weekly punk show. Of course, neither Siczka nor the rest of the boys have any idea what a big deal this modest show will start and what great dark powers will come against them. The letter read out in Free Europe was noticed by representatives of the repressive apparatus of the People's Republic of Poland. The SB officer, Jerzy Majak, while interrogating Siczka, makes it clear that Ustrzyki Dolne is not London and there will be no ""punk"" in his commune."
God Be with Us,"A film based on Bosko Tokin, a director of the first Serbian avant-garde film."
Goebbels and the Führer,Nazi propaganda minister Joseph Goebbels is in charge of building public support for the Holocaust and for the war that Hitler is about to start.
Gold,Cheah Liek Hou's life from being an ordinary badminton player to a paralympic player after suffering from brachial nerve numbness.
Golpe a Golpe (Blow by Blow),The life of the gypsy boxer Sara Montoya.
Graciano Rocchigiani - Das Herz eines Boxers,"Graciano 'Rocky' Rocchigiani, Germany's most spectacular boxer, rose from the backyard to big stages, earning millions - only to lose it all. He fought against controversial judgments and murky boxing politics until the end."
Greenwood Rising: The Rise of Black Wall Street,"The life of O.W. Gurley, a trailblazing Black entrepreneur, and his unwavering spirit that built Greenwood District into the thriving economic hub known as Black Wall Street, overcoming adversity in 1920s Tulsa, Oklahoma."
Grow Vasu,N/A
Gulag Eros of the Russian Mind,"Sent to a gulag, the first Soviet sexologist uncovers harrowing tales of sexual brutality."
Gummadi Narsaiah Biopic,Based on the life story of Yellandu ex MLA GUMMADI NARSAIAH Garu.
Gundi: Legend of Love,"Explore Georgi Asparuhov's rise from Sofia's outskirts to a football legend and his profound love for his wife Lita, set against 1960s Bulgaria's turmoil."
Hancsovszky,"Was Béla Hancsovszky an adventurer, terrorist or freedom fighter? On August 8, 1945, someone blows up the Tornalja Police Station, witnesses see three perpetrators, but only Hancsovsky is sentenced to death."
Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.
Harimau Malaya: The Untold Journey,"Inspired by true events, Harimau Malaya: The Untold Journey will center around the national football team and the journey to qualifying for the Asian Football Confederation (AFC) Cup Final after 42 years."
Harta Tahta Raisa,"Raisa's career journey. Before pursuing a career in the world of music, Raisa apparently had the desire to become an artist since she was child."
Havnaa,"Follows real-life happenings of Magne Havnaa, Norway's first cruiserweight boxing champion in 1990 by defeating American Richard Pultz. His brother Erling was a top-ranked kickboxer who later participated in Norway's largest robbery."
Hawala,"Stories of dreamed lives, of journeys of hope in hostile deserts and stormy seas, of pain, abuse, violence, desperation, betrayal, blackmail and redemption. All this is Hawala, the documentary directed by Enis Mulè and Sabah Benziadi (born in Algeria), presented as a national preview with free entry on Monday 29 April 2024 at the Gaudium cinema in Palermo and Thursday 2 May 2024 with a screening at the Badia Grande multiplex in Sciacca (8.30 pm), Off event of the Sciacca Film Fest, with the artistic direction of Sino Accursio Caracappa. The documentary film collects the direct testimonies of some African migrants who landed on the Sicilian coasts. A long and complex preparatory work, that of the documentary, which goes straight to the heart of the stories, showing us, with a strong dose of emotional involvement, those voices and faces tormented by the memory of the departures."
Hayatla Baris,Biography of Baris Telli about his accident at a young age to being a professional in many sports.
Herman Brood and His Wild Romance,The Most Famous Dutch Rock 'n Roll Junkie - The Herman Brood Story From Musical Rebel to Iconic Artist - The Legend Lives On.
Hola Frida,"Frida Kahlo is a little girl who is different. Sparkling and vibrant, everything interests her. And when life's trials and tribulations come her way, she faces them with her overflowing imagination."
Hope of Escape,A mother and daughter must plan their escape from enslavement after learning they are about to be sold and separated forever.
House of Ga'a,"A ruthless Prime Minister desperate for revenge ferociously rises to power, stopping at nothing to become more powerful than the kings he served."
Hyper: The Stevie Hyper D Story,"Darrell Austin, Stevie Hyper D's nephew, embarks on a journey through 90s London to explore his uncle's legacy. Through conversations with family, friends, and artists Stevie inspired, he pieces together the full story."
I Am Kevin Harvick,Follows NASCAR champion Kevin Harvick's exhilarating racing career and the iconic athlete's story beyond the track.
I Am Nevenka,"Centers on true happenings of Nevenka Fernández, a young woman in 1990s Spain who courageously reported sexual harassment by her employer. Her tenacity pioneered the fight against workplace misconduct in her country."
I Am: Celine Dion,"A raw and honest behind-the-scenes look at the iconic superstar's struggle with Stiff Person Syndrome, a life-altering illness."
I Used to Love a Crackhead,N/A
