Title,Storyline
As Noites Ainda Cheiram a Pólvora,"Inadelso Cossa visits his grandparents' village in Mozambique, where he grew up during the civil war. Back then, his grandmother kept the war out of sight from him. Now the film shines a careful light into the darkness of the past."
Aserb: The Squadron,"Egyptian military confronts terrorist groups responsible for massacring 21 Egyptians in Libya, highlighting the nation's security forces' operations against extremist organizations based on factual events."
Ataturk II: 1881-1919,"After proving himself at Gallipoli in 1915, Mustafa Kemal began his journey, facing major battles against Russians on the eastern front and British in Syria, becoming the only undefeated Ottoman officer in WW1."
Athletes of War,Russian Invasion of Ukraine from the perspective of Ukrainian Olympic athletes and their unique struggles of boycotting Russian Federation in the international sport.
Attack Jiajin Mountain,N/A
Bardejov,"The story of small town Jewish leader Rafuel Lowy, who found an ingenious way to save Bardejov's Jewish population from being sent to Auschwitz during World War Two."
Battlefield,"In WWI, Dr. Stefano Zorzi works at a clinic, treating soldiers' wounds and cases of self-injury to avoid combat.Dr. Giulio, who helps soldiers, becomes a silent competition that also involves nurse Anna. The Spanish flu strikes the city."
Bau: Artist at War,"The inspiring love story of Joseph Bau, artist, forger, holocaust survivor. Using his artistic skills, humor and hope in the camps, Joseph stays alive and helps hundreds to escape. Miraculously, he finds love in the midst of despair."
Before Dawn,The journey of fictional WA outback kid Jim Collins and his battalion on the Western Front.
Blitz,The stories of a group of Londoners during the German bombing campaign of the British capital during World War II.
Blood Vendetta,"Vietnam, 1968, João Cruz and his platoon are assigned to Da Nang when they are ambushed and taken prisoners by the VC forces, João Cruz will have to escape on his own since all his buddies were tortured and killed."
Bloody Sniper,N/A
Bozji gnjev,"Ilija is a member of the Croatian Defence Council (HVO) somewhere in Central Bosnia in late 1993. One morning, after a routine mine laying campaign, he learns his younger brother Goran was killed far beyond enemy lines, together with eight other soldiers. Through a friend from the secret service, he finds out the mission was an unofficial one and that Goran and the others were acting as mercenaries. Ilija begins to expose a network of illegal activity involving not only the military, but high-ranking officials. As the investigation becomes more dangerous, his original intention to find out the truth slowly turns into a pathological mission of vengeance."
Burgemeestersmoord,"Burgemeestersmoord tells the true story of the murder on Mayor Piet Smulders (Someren) and Mayor Willem Wijnen (Asten). Both were part of the resistance and did everything they could to make life as difficult as possible for the occupying forces. In a German occupied North Brabant, Jan searches for his place in the war. One thing is certain for him, this cannot go on like this. After Jan gets a job at the town hall, he gets mixed up between the mayors of Someren and Asten and the German officer Von Obernberger. From the moment Jan is embraced by the resistance, his actions are increasingly noticed by the Germans. These actions will have major consequences for Someren and Asten."
Burning Stars,A group of young students who embark on a top-secret mission that they know is impossible but still do it. They use themselves as bait to break through numerous encirclements just to complete an extreme evacuation operation.
Call of Duty,N/A
"Canadian, Sniper","While attempting to peacefully reintegrate into civilian life, an army sniper struggles to discern reality from the haunting uncertainty of P.T.S.D."
Captain Miller,A man leaves and turns against the British-led Indian military after witnessing atrocity.
Casques bleuEs,"Faisant suite aux violentes émeutes anti-ONU, ce cinéma vérité témoigne de la mission des Casques bleus québécoises en République démocratique du Congo, un pays en état de siège où le viol est devenu une arme de destruction massive."
Chandu Champion,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.
Chhava,"Set in the storied Apshinge Military Village in Maharashtra, 'Chhava' offers an intimate glimpse into the lives of families bound by centuries of military service, from the reign of Chhatrapati Shivaji Maharaj to today."
Churchill's Forgotten War,"In the summer of 1940, Churchill had taken power and the decision to arrest UK citizens originating from Germany, Austria and Italy; many were perfectly innocent men and some were Jewish refugees."
Colonel Xanthi,N/A
Conquer: Lahad Datu,"The Malaysian security forces in quelling the militant group of the Sulu Sultanate aka ""Operation Daulat"" in Lahad Datu, Sabah."
Da Tu Wei,"The day after 17-year-old new student Su Fan reported to First Branch of Anti-Japanese University, he encountered a large-scale mopping-up raid by Japanese troops. Through the baptism of breakout battles, Su Fan grew into a true soldier."
Da Vinci,"This is the story of the outstanding Ukrainian warrior and freedom fighter Dmytro Kotsyubailo, who took part in revolution on the Maidan (Kyiv) as an 18-year-old boy, then went to the front to defend the country from the Russians."
"Dao, Pho Va Piano","In 1946 Hanoi battle, a Hanoian fighter hides at pho vendors' homes to retrieve arms from French soldiers, offering pho as a bargain for chives."
Decoded,"In the 1940s, the world was turbulent, and it was crucial to decipher enemy's communication codes timely and accurately. Rong Jinzhen showed a unique talent. He was noticed by more because he accidentally solved the difficult problem."
Der Deserteur,"1945: The last days of the war. In a remote mountain hut, Anton, a deserted SS man, and Hannah, a Jewish woman, meet. From distrust, feelings develop between the two. But the danger is not over yet. For the two, the war is far from over."
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,"A Historical Movie Trilogy available in Hindi/Marathi on the life of Chhatrapati Sambhaji Maharaj. Part 1 highlights the attack on Burhanpur, Rajyabhishek and the Navy battle of Janjira."
Dirty Angels,It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.
Do You Want to See Part Two?,"What if Putin's Russia in 2022 had never happened? Such is the hypothesis of this historical-hysterical dystopia, partly generated by AI, and driven by our political unconscious."
Dosije Kosovo - Pogrom,N/A
Drava se ne predaje,The story of the Yugoslav warship Drava and its journey during World War II.
Duffle Bag Boy,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
Dun huang ying xiong,The movie tells the legendary story of the heroes who fought bravely to return the city of Dunhuang (historically known as Shazhou) to the Tang Dynasty.
Dwie siostry,Follows two sisters who set off from Poland to Ukraine to bring their wounded father home.
Eddy's oorlog,"Dutch war photographer Eddy van Wessel spends four years on Ukraine's frontlines, seeking the definitive image capturing the entire conflict, but faces the war's traumatic toll."
Ei koskaan yksin,"1942 in Helsinki. The state of Finland has made an alliance with Nazi Germany. One man alone is trying to stop the Finnish security services which were operating in secrecy, to turn over Jewish refugees into the hands of Gestapo."
Ekpebiwo m (I have Decided),"This is a feature film on the story behind the legendry 'I have decided to follow Jesus' hymn. About 150 years ago, there was a great revival in Wales. Angry, the village chief ... called the family who had first converted to renounce their faith in public or face execution. Instead of renouncing, he said ""I have decided to follow Jesus"" Enraged, the king ordered his family to be killed, He replies 'Though no one joins me, still I will follow"". He is finally killed. His various replies to the king formed the hymn."
El laberinto. La guerra secreta de España,"""El Laberinto"". Walter Schellenberg, Hitler's Chief of Counterintelligence, recalls some events happened in 1940, while Europe lay under the shadow of the Second World War. Spain remained on the margins of the conflict, but under constant pressure from both the Allies and Nazi Germany because of its Geo-strategic importance. The Spanish administration had to tread a fine line between the opposing powers. This film [for the first time] tells the story of some of the key secret operations that helped Spain maintain its position, and decisively influenced the course of the war, and reveals the people behind them."
Escape from Germany,"1939, Hitler's army was closing borders, and eighty-five American missionaries were in Germany serving their church. The escape of these missionaries from Nazi Germany is one of the most dramatic events to occur in modern church history."
Eyes of Gaza,"More journalists have been killed over the course of a year in the Israel-Gaza war than in any other conflict since the Committee to Protect Journalists started collecting data in 1992. This hellish portrait follows three Palestinian journalists in northern Gaza as they are forced put their lives at risk while trying to do their work. We see them talking with local people, reporting on Israeli bombardments, sleeping on just a few folded-up sheets, and struggling with a lack of phone coverage. They feel the obligation to continue their work, even though they know they are risking their lives in a conflict that spares no one. But the mission always comes first, as a seriously injured fellow journalist reports from his hospital bed. The journalistic message must be conveyed, whatever the cost, in this utterly bleak account dominated by gray and dark blue: the gray of the endless debris and rubble of shattered Gaza and the dark blue of the bullet-proof vests worn by journalists."
Fedeltà Soldati. Prigionieri.,"The story of a particular group of Italian Prisoners of War, who were kept at Letterkenny Army Depot outside of Chambersburg PA. The documentary takes you on a journey which ends with a light of hope that still shines to this day."
For the Love of the Motherland,N/A
Fortunes of War,A small team of British commandos are cut off from their comrades following a raid in Normandy.
"Gaza, since October 7","A film by Aymeric Caron, broadcast at the French National Assembly on May 29, 2024. ""Is it a dream or a reality? >> demands a little girl stunned by her injuries. It is a nightmare, without a doubt, and nothing can justify it, neither the crimes of October 7 nor the detention of Israeli hostages by Hamas. Condemning all the crimes of October 7, before and after, condemning anti-Semitism and all forms of racism is common sense. However, it seems that this needs to be clarified. Everyone present normally wishes that the surviving hostages can one day be reunited with their families and that the massacre in Gaza stops immediately. But to follow through with the process is to see things face to face, to see what has been happening in Gaza since October 7, what the Israeli army is doing, what the television channels are not showing."
Goebbels and the Führer,Nazi propaganda minister Joseph Goebbels is in charge of building public support for the Holocaust and for the war that Hitler is about to start.
Haywire: Gunslingers,"The Nazi's are continuing their goal of creating super-soldiers to win the war, but a lone American soldier and a young girl stealthily move through occupied territory, putting a stop to the Third Reich's plans for world domination."
Hengyang 1944,N/A
Here We Are Now,"Three Ukrainian refugees escaped to three different countries: UK, Brazil and Germany. They share with us their journeys, living in Mariupol during Russian occupation and how they are being treated as refugees in different countries."
Hitler,A hero with a genuine background involved with the political murders. What is the reason behind this that's the Story.
In the Fire of War,"Set in New Zealand in 1864, follows the story of a crucial conflict of the nation's first land warfare, fought between Maori and colonial soldiers against insurmountable odds."
Intercepted,Destruction in Ukraine war shown through lengthy tableaux. Soldiers' phone calls to families reveal parallel world. Sound and image confront one another.
Invasion,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Dutch Corps recruits must figure out what is the right thing to do."
Iron Lady Sniper,N/A
Iyunskaya polyn,"Viktor Gladyshev's childhood was cruelly interrupted by the war when he was eight years old. His memories, told in adulthood to a modern girl, Varya, create a powerful emotional bridge between generations."
Jewish Revenge 6: Gaza in Focus,"Eli is recruited to fly and identify a senior Hamas official dealing with terrorism from the Iranians. While tracking in Georgia, (even though he suffers from post-traumatic stress disorder) he had to do the job alone."
Kadetar,N/A
Kang Mak,"A man named Makmur returned from the battlefield. However, Makmur finds Sari, his wife, has died and become a ghost."
Kara Kyz,"A young girl, Almagul, is studying to be a cameraman and goes to the front line to find her lover on the battlefield."
Kargil 1999- The Untold Story of the Indian Air Force,"The IAF veterans reveal for the first time, classified information on their operation for reclaiming high-altitude posts intruded by the Pakistan army."
Klitschko: More Than a Fight,"Vitali Klitschko from boxing champion to Kyiv mayor leads city's defence against Russian invasion in 2022, showcasing his transformation and efforts alongside brother Wladimir to support Ukraine during wartime crisis."
Korni,"The sweeping and poignant drama of an orphan tells a story about family, friendship, love, heroism, and duty."
Krasnye lenty,"1944, Artek. The girl Nadya, together with the children of the German captain, paints ribbons for the wish tree. The Germans do not want to surrender Crimea, but Nadezhda's faith lights the red banner of Soviet soldiers on Mount Ayu-Dag, predicting inevitable defeat for the enemy."
Krigsvarsleren,"The 2nd World War in Norway. The police chief in Lillesand tried in vain to report that a German warship had been sunk by a Polish submarine off Lillesand on 8 April 1945, but no one believed it to be a warning of an upcoming invasion."
Landscapes of Home,"""Landscapes of Home"" is a story about two doctors living in the Japanese Canadian internment camps who lost their homes and identities."
Laws of Man,"At the dawn of the Cold War, two U.S. marshals pursue a wanted murderer in the deserts of Nevada."
Le quatrième mur,"Georges, a politically committed stage director, has given up activism. But when Samuel, his best friend suffering from an incurable disease, urges him to pursue his crazy idea of staging Anouilh's Antigone to steal two hours of peace from the Lebanese war, Georges cannot refuse. In Beirut, George will rapidly discover the tense atmosphere and all the war conflicts between ethnic groups in the country. The play seems to be a glimmer of hope, even if the cloud of a raging war is upon them. How will the man who has only ever known revolt face the reality of the conflict? Will he be able to escape unscathed?"
Levizia,John is wounded during a battle in WW1 and wakes up weeks later in the care of an attractive woman who leads a hermit's existence and nurses him back to health. She confronts him with the fact that his life was completely different before.
Life Train,"A civilian evacuation of unprecedented scale, conducted by Ukrainian railway workers during the largest war in Europe since World War II. This film delves into the extraordinary journeys of courageous railway workers who risked their lives daily to evacuate people from the most life-threatening war-torn regions in Ukraine."
Life and Death in Gaza,"Filmed over a year by four Palestinians enduring war, this film captures powerful stories of resilience, loss and hope amid a dire and devastating humanitarian crisis."
Los indomables,N/A
"Love, Courage and the Battle of Bushy Run","Colonel Henry Bouquet, with a ragtag group of British soldiers, Scottish Highlanders and American volunteers, was tasked with trying to save the hundreds of men, women and children facing certain death - or worse - in Fort Pitt."
Ludzie,"Stories about the unintentional heroism that war forces people to do. A terrifying picture of the Russian invasion seen through the eyes of Ukrainian women who, in order to save themselves and their loved ones."
Majnoon,"The film's story deals with parts of the lives of Mehdi al-Din and his brother Majid, who led Ali ibn Abi Talib's 17th Division during the Iran-Iraq War and led part of the Khaybar operation on Majnoon Island."
Malvinas: O Diário de uma Guerra,"Ricardo Pereira, Globo's London correspondent, discovers an Argentinian soldier's diary in the Falklands after the war. Now ill, he returns with the diary's author, Adrián Sachetto, to confront memory, war, and reporting duty."
Murder Company,"In the midst of the D-Day invasion, a group of US soldiers are given orders to smuggle a member of the French resistance behind enemy lines to assassinate a high-value Nazi target."
My Dead Friend Zoe,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house."
Mythical Creatures,"Renowned artist Gary Baseman embarks on a journey from the Fairfax District of Los Angeles to the villages of Poland and Ukraine, in search of a hidden family secret from World War II."
No Tomorrow,"In a desperate and bloody civil war, four soldiers' political and ethical perspectives are put to the test, threatening their camaraderie. One of the soldiers discovers a glimmer of hope where he least expects it."
Nr. 24,"Young apprentice Gunnar Sønsteby from Rjukan decides to resist Nazi-Germany on the day of the invasion to later become the leader of the ""Oslo-gang"" carrying out countless daring acts of sabotage making him Norway's greatest war hero."
Occupied,"As the local resistance fights the Nazi occupation of the Channel Islands, two German soldiers find themselves at odds over their affections for a local English girl."
October 7 - Al Jazeera Investigations,"Hamas's incursion into Israel on October 7 transformed the politics of the Middle East. Al Jazeera's Investigative Unit (I-Unit) has carried out a forensic analysis of the events of that day - examining seven hours of footage from CCTV, dashcams, personal phones and headcams of dead Hamas fighters, and drawing up a comprehensive list of those killed. In October 7, the I-Unit reveals widespread human rights abuses by Hamas fighters and others who followed them through the fence from Gaza into Israel. But the investigation also found that many of the worst stories that came out in the days following the attack were false. This was especially true of atrocities that were used repeatedly by politicians in Israel and the West to justify the ferocity of the bombardment of the Gaza Strip, such as the mass killing of babies and allegations of widespread and systematic rape."
On Moral Grounds,"Shot on location in Eastern Europe and in the courtrooms of the United States, this documentary brings to light the saga of WWII restitution and the stories of those who have sought justice for half a century. One man, Adolf Stern, takes us on an emotional journey that mirrors similar quests by thousands of other Holocaust survivors. After being liberated from Buchenwald, Adolf, penniless, traveled to Prague to redeem his father's life insurance. Rather than being consoled as a survivor of unspeakable horrors, he was thrown out of the insurance company office. He was told: ""No death certificate, no insurance claim."" Not until 1996 did the matter arise again. Adolf's niece, attorney Lisa Stern, heard the story through family members. Lisa teamed up with the pioneer of bad faith insurance law, William Shernoff, and set off on an incomparable legal odyssey. Against all odds, the two lawyers were determined to right the wrong perpetrated on Adolf and other survivors by insurance companies, which were supposed to take care of their policyholders in times of need. This David and Goliath account explores how persistence and powerful advocacy can achieve justice for wrongs committed half a century ago in a foreign land."
Operation Star,"A Greek captain and sergeant, on the run after sabotage attempt against German forces, seek refuge in a village. Hunted by a ruthless German lieutenant's platoon, an unexpected love story unfolds amidst wartime, altering their paths."
Operation Thule,"A mysterious special order from the German army command sends a troop of mountain troops on a risky mission that resembles a suicide mission. Soldiers Konrad Hartmann and Walter Kemper are transferred to Finland to take part in the massive German offensive against the Soviet Union. But the two friends soon realize that their true mission lies far beyond ordinary warfare. Their elite unit, led by SS-Obersturmbannführer Rudolf Krieger and an enigmatic woman with unusual powers, takes its own path. They follow enigmatic tracks engraved in runes on an ancient stone tablet. They soon find themselves caught up in a whirlwind of mysterious events that not only distort their perception, but also appear to affect the very fabric of time. Konrad and Walter find themselves going from one dangerous situation to the next and ultimately find themselves on a path that should actually be unreachable for mortals"
Peter Brook's the Mahabharata (8K),"The Mahabharata unfolds in an ancient time in India, then known as Bharatavarsha. Two groups of cousins from the same royal family, the Pandavas and the Kauravas, vie for control of the Kingdom. Although descended from two brothers who live in peace, Dhritarashtra and Pandu, the cousins' rivalry leads to death and destruction and jeopardizes the very fabric of the universe. Born blind, Dhritarashtra, the elder brother, sits on the throne. His sons, the Kauravas, led by the ambitious and envious Duryodhana, seek to maintain their hold on power. In contrast, Pandu's sons, the Pandavas, led by the righteous Yudhishthira, seek to claim what they believe is rightfully theirs, and nothing more. The conflict between the two families intensifies over time, fuelled by jealousy, greed, and betrayal. The story weaves through a rich tapestry of events, including an infamous game of dice in which Yudhishthira loses his kingdom and freedom. The Pandavas find themselves in exile until their eventual return to fight and reclaim what is rightfully theirs. After years of tension and conflict, the only possible resolution is a battle of epic proportions, in which warriors of unparalleled strength destroy each other in a clash over the fate of the kingdom. Led by the noble Arjuna and guided by the divine Krishna, the Pandavas face off against their cousins, teachers, and friends on the battlefield. The war is not merely a clash of armies but a moral and philosophical struggle, testing in each person the principles of righteousness and duty. In the end, the Pandavas emerge victorious, but victory comes at a heavy price. The war leaves behind a trail of destruction and loss, leaving them and us to question the very nature of victory and the true cost of power."
Pidyomna syla,"Lift Force is AEROTIM's debut film about Ukraine's Army Aviation. It tells of heroic pilots, from early war days to daring raids into enemy territory, with stunning shots, unseen footage, and exclusive interviews."
"Por ti, Portugal, eu juro!","Documentary about the West African soldiers who fought on behalf of Portugal against independence movements in its rebellious colonies, only to be abandoned, left at the mercy of local armies, and denied the promised benefits for aligning with the colonizer."
Porcelain War,"Under roaring fighter jets, Ukrainian artists Slava, Anya, and Andrey choose to stay behind. Defiantly finding beauty amid destruction, they show that although it's easy to make people afraid, it's hard to destroy their passion for living."
Pozyvnoy «Passazhir»,"The young gifted artist Ryabinin cannot stay away from the conflict in Donbass; he leaves his beloved girl in Moscow, a well-fed and calm life, and leaves for the civil war as a militia to capture the tragic events of Russian history and express feelings that only aroused anger in his bohemian environment; the suffering of people and the heroism of comrades completely change the consciousness of a young man - he loses his former attachments, grows up and finds himself."
Prazdnik,"Special military operation. Soldier Vasiliy with the call sign ""Bernes"" is going on vacation to Donetsk. But on the way, the ""loaf"" he is riding on is hit by an enemy shell. Seriously wounded, Bernes crawls through the minefield to his own. Meanwhile, his relatives are waiting for him in Donetsk - his wife and little daughter, who recently entered a music school and, like her dad, believes that it is easier to win with a song. Despite the shelling of a peaceful city, the girl learns to sing and waits for the holiday - the day when her father returns home."
Quisling: The Final Days,Five years of occupation during WW2 ends in Norway. Vidkun Quisling is in prison for treason and is to be held accountable for his actions. Can a priest help him find peace of mind? Can the traitor with big thoughts about himself repent?
Red Poppies,"Monte Cassino film follows Jedrek, a Russian ex-gulag orphan joining Allied II Corps. His meeting Pola, a nurse, transforms him as they experience the Battle of Monte Cassino, crucial for the Italian campaign and Jedrek's destiny."
Renverse,"After the third world war in the 21st century, Europe has half disappeared under nuclear bombs. The few livable areas are contaminated by radiation from nuclear power plants that have not been made safe. There are two civilizations competing for the territory: the first has taken control of the underground cities sheltered from radiation and professes a religion that sees the third world war as the apocalypse. The second civilization is forced to live in the open air and still professes Christianity. Two brothers, separated during a battle, find themselves against each other as the inhabitants above try to fit into the civilization of the cities below, attracting attention by sabotaging the air ducts.In this context, each inhabitant is marked with a necklace that determines their rights and privileges, to prevent the two civilizations from confusing each other."
Rinnans rival,"When other Jews were deported, Karl changed the Isaevitch name and became double agent Karl Adding, Henry Oliver Rinnan's fiercest rival. Fredrik Lie didn't know that his grandfather was one of Norway's most important Gestapo agents."
Roots,"Through a tapestry of interviews and archival footage weaving together past and present, Martine Neang's debut documentary delves deep into the legacies of the Cambodian genocide that still haunts her surviving family since the 1970s,"
Russians at War,"Follows Russian soldiers in combat, revealing colonial history and their increasingly unclear motivations amid daily struggles and losses."
Saigon,"Thirteen-year-old boy living in Vietnam during war befriends locals, witnesses violence and beauty, navigates new world, self-discovery amidst political crisis."
Scars,A combat medic veteran with PTSD fights to save himself and his family's wildfire-torn California vineyard.
Sem chyornykh bumag,"1942. High mountain village in North Ossetia. All the men have gone to war, and their families fearfully await news from the front. When funerals begin to arrive at neighbors houses and deprive people of all hope, two brothers persuade the postman to hide the ""black papers"" until the end of the war. Will the boys be able to overcome their grief or will their actions only delay their meeting with the inevitable?"
Sha Hai zhi Men,A soldier and an enemy nobleman need to work together to find their way out across 800km of desert after hit by a once-in-a-century sandstorm.
Songs of Slow Burning Earth,Reflective observations of Ukraine in wartime are interwoven with eye-witness accounts to contemplate the ultimate tragedy: the normalization of war.
The Ballad of Davy Crockett,"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier."
The Battle for Kyiv,"Filmed in Kyiv during the start of the full-scale Russian invasion, The Battle For Kyiv follows the story of Ukraine's youngest parliamentarian Sviatoslav Yurash and a group of volunteers as they take up arms to repel the invaders."
The Dakota War: Attack on Fort Ridgely,"Starving on a federal reservation, Dakota Indians attack settlers and soldiers in 1862 in Minnesota."
The Daughter,"At the start of the Russian-Ukrainian war, deaf 17-y.o. Olga stays with her father's new family in Bucha. When Russian troops take over their home, Olga and her family are threatened."
The Dugout,"Two friends come to Saur-Mogila - nurse Sergey from Russia and German Paul. They are looking for things from the Second World War and are suddenly transported to 1941, during the battles at Saur-Mogila. The heroes are faced with a choice - to stay and help or return to their own time."
The Epidemic,Group of people find themselves trapped in States from Zombies.
The Friendly,"Military medic Curtis gets injured, returns home with dog Friendly who saved him. Curtis and Friendly adjust to civilian life. Curtis falls in love with nurse Sophia, who has a child."
The Invasion,Sergei Loznitsa questions the consequences of the invasion of one country by another.
The Last Front,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance."
The Liberation Men,Canadian soldiers in WW2 Holland fight against the clock to save a town from their own allied artillery.
The Lights,"When The Darkness Comes, Point The Lights North"
The Ministry of Ungentlemanly Warfare,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.
The Mousetrap,"Anton finds himself in a combat zone for the first time and gets to the dugout, whose entrance collapses due to a direct shell hit. He is trapped underground and uses all available means and resources to find a way out of the deadly trap"
The Other Side,An unseen and indispensable perspective on Russia's war against Ukraine
The Shamrock Spitfire,"The story of Irish fighter pilot Brendan ""Paddy"" Finucane, who at the age of just 21, became the youngest ever wing commander in the Royal Air Force, and one of its greatest and most celebrated fighter aces during World War II."
The Six Triple Eight,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time."
The Volunteers: The Battle of Life and Death,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
The West Sky,"The story of Asman Gharb deals with the early days of the war and the role of Ali Akbar Shiroudi. In this movie starring Milad K. Maram, Ali Akbar Shiroudi's personality and lofty thinking are well displayed."
The Witch: Revenge,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé."
The Yin Yang Master Zero,"During the Heian period, Seimei Abe trains in magic but lacks interest, until a collaboration with Hiromasa Minamoto arises to solve a strange phenomenon."
The Youngest Partisan,"Romi, a young teen, Saved many Jewish families during the holocaust. He contributed to fighting the Nazis as a partisan."
Twisted America,"A conflict between two major agencies start to strengthen when Clay Agency CEO Oliver Johnson gets suspicious about another agency called the Arggs ran by Alex Blackwell, and eventually leads to war between the two and other crazy things."
Ukraine Mon Amour,N/A
Un milione di granelli di sabbia,"A Million Grains of Sand is a film that explores emergency psychological intervention. How does one survive a massacre carried out by ISIS, an earthquake in China, or a bombing in Ukraine?"
Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides."
"Us, Our Pets and the War",The film highlights the stories of people and their pets against the backdrop of the Russian invasion of Ukraine in 2022.
VC 571,N/A
Village of Death: Oradour-sur-Glane 1944,"On June 10, 1944, a German SS division arrived in the French village of Oradour-sur-Glane and massacred 643 innocent civilians."
Vremya vernutsya,"June 1944. The outskirts of Orsha. Ivan Raikov's partisan group is sent on reconnaissance. But it is complicated by the appearance of a hunting team, whose main task is to clean up partisan activity in the region."
WWII: Operation Phoenix,"A small group of Allied commandos must parachute into enemy occupied Europe and recover the information a female spy was carrying, at all costs. They soon realize that this would be the easy part of the mission."
War Blade,It follows agent Banks as he is tasked with rescuing a French resistance fighter from a hidden Nazi bunker.
Way Home,"A father enters war-torn Syria seeking his son Adam, facing deadly challenges that test his limits and beliefs. A journey of parental love, sacrifice, powerlessness and forgiveness."
We Were Recruits,"Ordinary citizens transform into professional soldiers, discovering their purpose through war experiences. Based on real events and key battles during an ongoing full-scale conflict, portraying the evolution of Ukraine's military culture."
White Courage,"Two Highlander brothers, clash after their father's death. Andrzej meets Wolfram, an anthropologist. War erupts, Andrzej seeks Highlanders' cooperation with Germans, leading to a violent brotherly confrontation amidst wartime turmoil."
William Tell,"The narrative unfolds in the 14th Century amidst the days of the Holy Roman Empire where Europe's nations fiercely vie for supremacy and the ambitious Austrians, desiring more land, encroach upon Switzerland, a serene and pastoral nation."
Without Blood,"A parable-like tale exploring themes of family, war, and revenge."
Wo de Ye Ye,"A sniper who had experienced the war, settled at the foot of Mount Tai and became a porter on Mount Tai. As he aged, he should have retired, but because of the arrival of the abandoned baby Shanzi, he continued to work."
