Title,Storyline
The Film Café,"Two screenwriters struggle to come up with an idea to pitch to their boss at a film studio, and they have less than an hour until their appointment with.....the boss."
The Golden Ghosts,"In 1852, a lone Black woman trudges along a riverbed watched by two Black men in the trees. They assume she is looking for gold, as they are, but conclude that the important thing is what she and they are fleeing. Slavery."
"The Goods, Bads and Uglys",N/A
The Guardsmen,Oklahoma's famed Guardsmen are tasked with ridding the territory of Outlaws that threaten the American way of life.
The Guardsmen: Part 2,The story of Oklahoma's famed three Guardsmen as they continue to track down and rid the territory of infamous Outlaws in the Wild West.
The Guardsmen: Part 3,The conclusion of the Oklahoma Guardsmen saga as they battle Bill Doolin and the infamous Wild Bunch.
The Letter,"LOGLINE: In the winter of 1912, a retired Army Chaplain and a Texas lawman brave the New Mexico mountains to deliver a deceased soldier's letter to his father."
The Night They Came Home,A frontier lawman partners with an Indian detective to hunt down a ruthless band of teenage criminals known as the Rufus Buck Gang.
The Partners,"John, a dying from cancer cowboy tries to get medicine to expand his lifetime, by teaming up with his ex - partner, Bill."
The Rattlesnake Twins,"In a wasteland marked by twins, one single pair brings back together Collector Enoch Moss and his sworn enemy, the Outlaw Paris Cassidy. As Cassidy ventures into The Lawless Lands, little does he know he's being tracked."
The Stand at Alder Creek,"In 1862, in the Washington Territory, two prospectors journey to search for gold. Emotions rise and conflict follows when one of them hides their gold from the other."
The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket."
The Unholy Trinity,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.
The Wicked: Reborn,"With his freedom and family on the line, former gunslinger Wesley Alan is sent on the hunt after a mysterious Samurai terrorizing the county. A past he hoped stay buried resurfaces as Wesley comes face to face with his greatest adversary yet."
The forgotten Winchester,N/A
They Call Her Death,"Molly Pray is on a bloody crusade against the criminal forces who have wronged her. Her mission strikes at the myth of manifest destiny, but for Molly, with the embodied specter of Death on her side, this isn't political. This is personal."
Travesty,A big city detective Davaa is summoned to the Mongolian hinterlands because of a most unusual hostage situation. When Davaa arrives he finds himself surrounded by local police and officials who mock the situation and seem bizarrely frivolous in their duty to the hostages being ransomed for 1 billion Mongolian tugrik a person. This Ransom is an oddly precise sum related to a travesty of justice that tragically unfolds.
Unnatural,A gunslinger on a mission from God must track down supernatural creatures as penance for his past sins.
Vadogga,"VADOGGA - the movie Sci-Fi Western Tragedy Comedy Experience the adventures of Vadogga and his dog Rakka. With the suicides of his customers, the two are the helping hand until the end. But then..."
Was Once a Hero,"Ginny and Little Bit, after their father's murder, flee outlaws across desert. They ally with ex-lawman Malcolm Hunter, hoping to reach Black Ridge for safety amidst peril and Malcolm's fading memory."
Wynonna Earp: Vengeance,Wynonna Earp is coming home to battle her greatest foe yet: a psychotic seductress hellbent on revenge against her...and everyone she loves.
Zoloto Umalty,"Robbers in shamanic masks attack the convoy and steal 40 pounds of gold. The St. Petersburg gold miner accuses the nomadic Tungus tribe, recruits a detachment of thugs to return the stolen goods and take revenge, but not only he has prospects for gold."
