Title,Storyline
Bad Boys: Ride or Die,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name."
Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.
Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists."
Bam!,"In the intersecting gig economies of Chicago, a non-binary bike messenger delivers sex toys, two sisters deliver art for their mother, and two roommates watch their best friend's drug empire while he takes a vacation."
Bambi: A Tale of Life in the Woods,"From birth, Bambi is close to his mother, learning survival in the forest. He makes friends, but after hunters kill his mother, he becomes an orphan. With guidance from his father, Bambi learns to navigate life's dangers and matures."
Banana Boat,"Ralfs, 35, is trying to save his relationship by taking his girlfriend's son on a boat trip to establish himself as a father figure. Not a wildlife expert himself, he also takes on board his office buddy, and it soon becomes clear that this unpredictable, flamboyant womanizer is a world away from being an example to look up to. As Ralfs tries to protect the boy from his friend's unsophisticated views on gender and sexuality, they are soon confronted by the realities of the sharp winding river and the roughness of Latvian nature."
Bar MoskvaChiki,"Three young friends from Moscow are going to St. Petersburg to unwind. Unexpectedly for themselves, they buy a bar with their last savings and meet three guys who have one secret. A confrontation ensues, full of intrigue and unexpected twists. Will the girls be able to achieve success, or will they have to return to Moscow with nothing?"
Barroz: Guardian of Treasures,"For 400 years, Barroz, a loyal servant, has guarded da Gama's treasure. Bound by a centuries-old magic, he awaits the arrival of a true descendant worthy of claiming it."
Bear Kid: Super Hero,N/A
Benjamin Bat,"The sensitive Benjamin is being mocked by his bat family because he's afraid of the dark. When on top he falls in love with a bird, he becomes a complete outcast. But his love helps him conquer his fear and stand for who he truly is."
"Bernadotte, Louise & Napoleon",Power struggle during Napoleonic war times. The Swedish King is getting old. The country needs fresh blood. Bernadotte becomes the new Crownprince of Sweden. The french criminal/spy Maurice manipulates at the Swedish court. By László
Beyaz Zenciler: Yapim Asamasi,N/A
Beyond existence,"Following a psychedelic experience, two young women, Mathilde and Léa, embark on a roadtrip across France that takes them to the farthest reaches of Brittany in search of the Druids, via the Black Valley of Berry and its sorcerers."
Big City Greens the Movie: Spacecation,"After ruining his family's vacation before it can even begin, Cricket attempts to right his wrongs by volunteering his family for an experimental farming mission - in space."
Big Water Theory,"Follow French kayak superstar Nouria Newman and two childhood friends, as they navigate one of the world's most challenging sections of whitewater: the Rondu Gorge of the Indus River, in Pakistan. Documenting Nouria's attempt at completing the first integral descent of the Rondu Gorge by a woman, Big Water Theory is a compelling exploration of human spirit and the relentless pursuit of adventure. It offers a powerful and inspiring, yet highly detailed and informative look at the world of extreme kayaking. Set against the stunning backdrop of the Karakoram mountains, the film highlights the irreversible nature of the sport, with heart pounding descents that test the kayakers' psychological and physical limits."
Bionic,"When the progress of robotics makes Paralympic athletes the new sports stars, Maria dreams of competing against her sister. For that, she will have to enter a world of crime and violence."
Birds Flying East,"A garage attendant receives a proposal from a user, a birdwatcher enthusiast, to drive him in pursuit of a crane that has lost its way. They will cross half of Europe turning the search into a flight and the flight into learning."
Bookworm,"11-year-old Mildred's world is turned upside down when her estranged father, the washed-up magician Strawn Wise, comes to look after her and agrees to take her camping to find a mythological beast known as the Canterbury Panther."
Boom!,"After an unfortunate fall with a skateboard, thirteen-year-old HUGO discovers that he has magical ""superpowers"". They quickly make the ordinary boy the coolest kid in the school, but sudden fame puts a strain on his relationship with his best friend - TOM. And soon he has to choose between status and friendship."
Borderlands,"An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe."
Boyz,"After being betrayed by his crew, Latrelle must track them down one by one and execute them to earn his freedom from a dangerous cartel leader named Hector"
Bragow,"BRAGOW is what we call a logatome, a very credible-sounding word, but which means absolutely nothing."
Bratya,"Slavik, a carefree Sochi resident, learns of a grave illness. His only hope is a long-lost brother - famous singer Philipp Kirkorov. To meet him, Slavik hatches a daring plan to kidnap Kirkorov, leading to an incredible adventure."
Bremenskie muzykanty,"The troubadour and his impostor friends - a Dog, a Cat, a Donkey and a narcissistic Rooster - teamed up to accomplish the feat. The wandering musicians, led by a new leader, will rally again to bring laughter and joy back to the gloomy streets of Bremen. First of all, they must make the King's daughter laugh, but meeting the Princess threatens a dangerous adventure. There are insidious enemies, intrigues and traps against the Troubadour and his friends, but you have to fight for love. And then the Princess ran away from the palace. In one tangle there are criminal schemes of Robbers, intrigues of a Detective, whims and secrets of the royal family, but cheerful musicians with an indefatigable Troubadour will make everyone dance to their tune. What are the Bremen Town musicians willing to do for the sake of the feat?"
Buddy,A teddy bear named Buddy is in trouble and asks pilot Aditya Ram for help. Can the duo join forces and help each other out?
Buffalo Kids,"Two Irish orphans journey by train across America, encountering villains and heroes. They make an extraordinary friend and search for a new home, facing adventures and dangers along the way."
Bull Shark 3,The finale to the Bull Shark trilogy as a family of Bull Sharks faces off against a small Texas lake community.
Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.
Cacophony the Animated Movie,Noob and Red have a huge problem with their friends Leo and Scarlett they have to stop Boon from killing and after that the more they stop Boon he revives but gets worse when Boon gets serious and he is now planning on something evil.
Captain Avispa,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen."
Captain Miller,A man leaves and turns against the British-led Indian military after witnessing atrocity.
Captain Toad and the Mystery Mine,Captain Toad embarks on an adventure to an abandon coal mine in Tennessee to search for treasure.
Carjorski Clan: Tale of the Fallen Knight,"After a brutal event that changes his life forever, Jedi Knight Carson goes on path of vengeance. Meanwhile, his old friend, Jedi Master Edin, attempts to save him from total darkness"
Cazatesoros,A treasure hunter searches for a bounty that was allegedly buried with explorer Christopher Columbus.
Cells at Work!,"Each and every body is a legion of cells, all performing their function to keep their owner operating."
Champions of the Golden Valley,"CHAMPIONS OF THE GOLDEN VALLEY is an award-winning documentary that captures the emergence of a homegrown ski culture in the snow-capped mountains of Afghanistan. The film reveals a breathtaking and seldom-seen side of the country, a remote region where joy, resilience, and community are forged on the slopes. At the heart of this movement is Alishah Farhang, a former Winter Olympic hopeful whose dream of being the first to represent Afghanistan in alpine skiing transforms into a mission to bring his passion for the sport to his homeland. Equipped with handmade wooden skis and secondhand gear, young athletes from rival villages come together to compete in a mountain ski race like no other. The event becomes a powerful catalyst for unity and hope, showcasing the power of sport to bridge deep divides. And when their world is suddenly upended, Alishah and the athletes must call upon those lessons learned in the mountains to find a way forward. Riveting, uplifting and deeply human, this is a story about how champions can be made by more than Olympic medals."
Changle zhen gui shi,"It tells the story of Hu Guohua, aka Hu Bayi's Grandpa."
Chernyy zamok,"Young professor Anton Kosmich studies the history of Belarus. One day he is mystically transported to the Middle Ages, where he will have to unravel the secrets of the past millennia."
Chhota Bheem and the Curse of Damyaan,Bheem and his gang travel to the past to king Damyaan and stop him from being immortal.
Chuck Billy and the Marvelous Guava Tree,Chuck Billy and his gang must unite to save Mr. Lau's guava tree when it is put at risk.
Chyortov kamen,"Five friends go on a bike ride to Tsaritsyno and are unexpectedly transported to an alternate universe. Together, they must unravel the secrets of the enchanted place and save the world from a plot by dark sorcerers."
Cobrazilla,"Deep in the heart of Downtown Miami, a group of heroes join together to battle a giant cobra destroying everything in it's path."
Colour Palette,"Ratul, a social media influencer on vacation to escape his toxic girlfriend, crosses paths with Ananya, a painter who has run away from her overprotective mother. Unaware of each other's pasts, they fall in love, feeling free together. But as secrets come to light, they realise their connection is more complicated than they thought. Fate has other plans, testing whether their love can survive."
Commonheart. from A Childish Mind.,A child's mind dealing with the huge philosophical questions around nature and life.
Crayon Shin-chan: Our Dinosaur Diary,"After a theme park that revives extinct dinosaurs is opened in Tokyo, Shinnosuke's pet dog, Shiro, crosses paths with a small dinosaur. The two befriend each other, but their friendship might affect the existence of the park."
Cult Killer,"After a renowned private investigator is murdered, his protégé takes on the case. As her investigation unfolds, she is forced into a dangerous alliance with his killer to uncover the town's grisly secrets and bring justice to its victims."
Cursed Waters: Creature of Lake Okanagan,"Lake Okanagan is one of the deepest lakes in North America... and home to a lake monster. Sixty feet long with multiple humps on its back, hundreds of witnesses over centuries have seen the ""demon"" in the lake. Now, two researchers travel to the lake in the interior of British Columbia to get to the heart of the strange phenomenon, and find out what lurks beneath the waters."
Cândido,"A national coach working in Lisbon during World War II also acted as a spy for the Allies, leading a risky double life"
DCLXVI,"The stories of brilliant human beings whose lives were hindered, obstructed and destroyed by hell, hell being the others and yet these remarkable human beings continued to be generous, enlighten and help others."
Dalia and the Red Book,"Dalia, the daughter of a famous writer who recently passed away, inherits the mission of finishing her father's novel. To do so, she must become part of the story and face its characters, all fighting to be the protagonist of the book."
Damsel,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt."
Dandelion,"After receiving a mysterious Facebook message, American filmmaker Basil Mironer's journey to Russia unveils an emotional family secret, as he grapples with the revelation of a man claiming to be his father."
Dans l'ombre de Marlow,N/A
Daye: Seret ahl el Daye,"Daye, an 14-year-old Nubian albino with a golden voice, faces adversity due to his unique appearance. Abandoned by his father and bullied by peers, he dreams of following his idol, Mohamed Mounir."
De Legende van Familie Vos,N/A
Dead Dead Demon's Dededede Destruction,"Three years ago, On August 31st, A gigantic spaceship called the Mothership suddenly attacked Tokyo, and it seemed like the world was coming to an end. After that, the hopeless situation gradually became part of everyday life, and the strange sight of a mothership floating in the sky became commonplace. Meanwhile, high school girls Kadode Koyama and Oran Nakagawa, also known as ""Ontan,"" are living a casual student life with her homeroom teacher, Watarase, and her close friends."
Dead Dead Demon's Dededede Destruction Koushou,"A huge spaceship materializing over Tokyo initiates a contentious war with seemingly harmless aliens. However, high school students Koyama and Nakagawa act unaffected, prioritizing their daily routines."
Deadpool & Wolverine,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction."
Death Game,"Five martial artists compete in a deadly trial for a massive reward, facing challenges and foes. They uncover sinister forces manipulating the event and devise a plan to confront them, seeking justice amidst the chaos and darkness."
Demibook,N/A
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki."
Descendants: The Rise of Red,"After the Queen of Hearts incites a coup in Auradon, her rebellious daughter, Red, and Cinderella's perfectionist daughter, Chloe, must team up and travel in time to undo the traumatic event that drove a young Queen of Hearts to villainy."
Despicable Me 4,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run."
Deux hommes un destin,"Farid, a young urban dweller, gets lost far from the beaten tracks. His only solution to leave the region is to help a mysterious man who lives as a hermit in the forest. He later discovers that other creatures live in these places."
Devara Part 1,"A mighty sea warrior takes a violent stand against the criminal deeds of his village. Years later, his mild-mannered son walks a path of his own."
Devil's Knight,"In the realm of Veroka, an elite group of global monster hunters is summoned by King Samuel to vanquish the ancient Bone Devil, whose reign of terror threatens the Kingdom of Remény."
Devka-baba: Kukla-charodeyka,"The custom of making motanka dolls is ancient, rich in myths and legends. There is a belief that they help their owner. The main character of the film is a 12-year-old teenage girl, she studies at an art school, but does not believe in her abilities and goes through a coming-of-age crisis with the help of a Slavic doll. By wrapping a doll, its owner goes through a certain stage of growing up and forms her inner world. The doll sometimes helps her cope with difficult situations, and sometimes it does the opposite."
Die Chaosschwestern und Pinguin Paul,Four chaotic sisters have to save a dancing penguin from evil magicians who want to use him for their comeback show in Las Vegas.
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,"On a winter's day, Dikkie Dik and Poes Muis discover something new: snow! But there is also a new neighbour; a big, noisy dog called Blaf. Brr, the cats don't like that!"
Dikkie Dik en de Verdwenen Knuffel,"In 'Tummy Tom and the Lost Teddy Bear' Tummy Tom discovers something shocking: Bear, his favorite cuddle toy, is missing and nowhere to be found. Luckily, his friend Cat Mouse is there to help, because Tummy Tom can't sleep without Bear. Many paws make light work, so they set off to find him and they have many exciting adventures on the way. An ordinary bed becomes a real trampoline, and outside you can walk along the washing line like a proper acrobat. Together they discover new places, like the meadow and the beach, and they come across other animals they have never met before. After a day full of fun and adventures, everything turns out alright in the end. They have not just found Bear, but they have also found lots of new friends along the way."
Diplodocus,"The titular dinosaur goes on an adventure to save his parents who have disappeared under mysterious circumstances. Alongside a wizard and two quirky scientists, he encounters fantastical creatures and amazing places along the way."
Diving Into the Darkness,"Diving Into The Darkness is a jaw-dropping yet intimate portrait of cave diving icon Jill Heinerth, and the nail-biting challenges and risks she's faced to go where no man or woman has gone before."
Dogman Territory: Werewolves in the Land Between the Lakes,N/A
Dongeng Sang Kancil,"A mouse-deer, Sang Kancil, small in figure but cunning and wise. With his intelligence, Sang Kancil often escapes dangers and sometimes helps other animals that are in trouble with bigger and more fierce animals."
Doraemon the Movie: Nobita's Earth Symphony,"Doraemon and friends go on an adventure to meet new buddies, connect to people with music, and save the world from a crisis."
Dracu Ra,"Brothers, Ramses and Ahmos, cursed since the days of the Pharaohs, are the last two vampires in Egypt. After stumbling upon an ancient secret, they embark on a comedic journey of ""self-reflection"", brotherly love, and survival in the year 2023"
Dragon Ball Z Kai,"Son Goku and his friends must fight against Raditz, a space warrior who arrives planet Earth to conquer it and destroy human race."
Dragon Gate Inn,N/A
Dragonkeeper,"The fate of ancient China rests on the shoulders of one young girl, who must find the last remaining dragon egg and fulfill her destiny."
Dream 1,"A boy goes to a ski trip while on his trip he goes camping. He writes imaginative stories that come to life. In Dream1, he writes in his journal about a fantasy adventure. His father encounters 3 symbolic objects of miniatures: a Ferris wheel, ship in bottle, and snow globe. In contrast the objects assigned to his mother are: a book nook, and an Alice in Wonderland children's pop up book. They transport to memories in his bedroom. As the parents in the real world search for the boy when he goes missing. The parents leave the tent into a secret pathway. Finding 3 miniature tents where his son is dressed as a train conductor. He greets his parent's and leads them through this fantasy word and they shrink to size. Going to reality is the son writing in his enchanted journal about the experience."
Dream of Resurrection,"After an unprecedented attack, the United States is divided into numerous city-states. Los Angeles is the most populated of these and confines all its inhabitants within huge walls to protect them from the dangers of the outside world. Vegetation and life have disappeared, but Andy has only one wish: to make nature rise from its ashes."
Dreams,N/A
Duffle Bag Boy,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
Dune: Part Two,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future."
Dushu,N/A
Dünya Mali: Eksi Bir,"Vural has to work for Haluk, who betrayed his mentor Suphi. When Haluk plans to steal a priceless gospel, Vural gets his chance to avenge his mentor but he will have to face his own internal conflicts as well as everyone after the gospel."
Dünya Varmis,"Dunya Varmis begins 24 hours before a deadly pandemic threatens to wipe out all life on Earth. A secret organization known as ""The Ancients,"" possessing knowledge of future events, constructs a hidden sanctuary for a select group of individuals to survive the impending apocalypse. As the chosen ones gather in the sanctuary, disguised as a luxurious hotel, they face days filled with suspense, intrigue, and unexpected revelations."
EP Break the Multiverse,"The EP team invents a machinima making device, but a malfunction brings characters from their past films into reality. Now, they must race against time to send them back before the sinister Entity_303 takes over their world."
Earthquake Underground,"After a massive earthquake submerges a hotel, a young architect must overcome all odds to save his pregnant girlfriend before the structure collapses."
Eat the Night,"Young drug dealer Pablo and his sister Appoline bond over an online game called Darknoon. Pablo falls for Night, neglecting his sister. While Appoline finishes the game, Pablo and Night become embroiled in a dangerous gang conflict."
El Regreso Del Campero 3,N/A
Elephant Steps,"After fire wrecks African village, Yaya's enslaved for cocoa. UN agent and US scientist unite to reveal child slavery in chocolate industry, battling demons."
Elli and Her Monster Team,All Elli wanted was a family to love. But finding one turns out to be a ghostly affair.
Emma,"Emma is a very famous dog on Instagram who stars in Dog food commercials. One day, Alisa, a rich and spoiled girl, tells her father that she will allow him to marry a new woman on the condition if he buys Emma from Atlas."
Emma's Big Adventure,"A miniature girl raised by animal parents journeys to an island of tiny humans, uncovering unsettling revelations about her origins."
Empire Queen: The Golden Age of Magic,"In a kingdom where magic is forbidden, a charming trio of adventurers embark on a dangerous quest in search of the legendary Sovereign Wand, which is needed to overthrow an evil queen and restore magic for all."
Emu War: A Subtle Examination of the Sheer Caucasity of Colonialism,"For his entire life Reginald has wanted to follow in his father's footsteps and serve his country; after enlisting on his eighteenth birthday, Reginald is thrust in to the one war Australia has lost and must reckon with his colonial views."
Era Oculta,"In Maputo, Mozambique, Rastafari artist Phambi struggles to pay for his son Ixon's education. His portrait of Paula, a feminist, becomes an activist symbol, offering Phambi a chance to support his family and be an ally to his muse."
Eroi in crestere: Aventura celor 7 ani de acasa,"Ilinca is turning 7 years old and is celebrating her birthday with her friends. In search of the sweets that are late to arrive at the party, the children find themselves in a magical world where they discover a mysterious treasure. To obtain the 7 keys that open the box, everyone must prove that they have the ""7 years of home"" by successfully completing the tests they will be subjected to."
Escape,Follows the struggles of a North Korean sergeant who is chased by a ruthless major after he defects.
Escape from the 21st Century,"Three friends discover they have the power to travel back and forth 20 years with a sneeze. However, the future is not as good as they hoped, and they need to take on the responsibility of saving the world."
Exipsosi,"Sofie is a reporter at local magazine ""Onar"" in Komotini-Greece. One night invite her friends for dinner and ask them for help writing an article. Maximos who works in the archaeological museum of Komotini advises her to write about the Byzantine stronghold of the city. Their investigation leads them to the ""Zagris"" an organization who operates their city and seeks the lost ninth string of Orpheus Lyra. They want the string to gain power of Orpheus to control the entire world. Maximos and Sofie with the help of her brother Akis during their research find out that their friends are in the organization secretly. After this discovery the ""Zagris"" kidnap Sofie and her brother and demand from Maximos to hand them the ninth string. Maximos will find the string and give it to them to free his friends or keep it to save the world from the organization's plans."
"Fallen Leaves, Broken Lighters","Within Hong Kong's bustling cityscape, vignettes intertwine the lives of its inhabitants, bound by tea, cigarettes, and broken lighters, as they grapple with life's myriad facets, and themselves."
Family Pack,"When night falls, and the players have their eyes closed, werewolves make victims among the villagers."
Family Vacation,"An internet-famous couple, desperate to get one another to confront their marital shortcomings, take a turbulent trip down memory lane."
Famous Patrick (A Super SpongeBob Fan Movie),Patrick Creates a show to save a Network. His show ends up being a success but he lets the fame get to his head and his friends have to get the old Patrick Back. Will they do it?
Fat Chance! the Movie,"Follow a young Bernard Papadopoulos as he travels to a clinic in Tokyo to partake in one of the Underworld's best weight loss programs. While there, his newly found sweetheart, Shigeko, is kidnapped by a mysterious corporation."
Fights Break Sphere 3,"The film tells the story of Xiao Yan's struggle to rescue his friends and avenge his mother, and how he survives all the hardships, rises from the ashes, and returns with strength."
Filmmaker,"Three years after graduating, George, a broke young filmmaker, struggles to fund his first feature film: an ambitious survival story set during the Vietnam War, to be shot in the jungle. Juggling odd jobs and the pressure from those around him, he's determined to complete it before turning twenty-six, following in the footsteps of his favorite filmmaker. With everything on the line, George is ready to do whatever it takes to make his dream a reality."
Finding Christmas,"On Christmas Eve, A disheartened teen takes a Wizard of Oz like journey back in time to learn the true meaning of Christmas, sacrifice and love."
Five Friends,"Trapped on Mount Madyopuro because they violated a myth, Bagas, Lenni, Dicky, Juna and Andrew became suspicious of each other that one of them was a ghost."
Five Nights at TK's: The Curse of TK,"Chris finally meets William TK, And thing gets worse everything has burned to the ground and turnt into dust and Nobody was around expect Chris And William TK."
Flow,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences."
Formed Police Unit,The film focuses on the Chinese peacekeeping police and tells about the Chinese peacekeeping police A riot squad on an overseas mission. How the members of the peacekeeping Riot Prevention Team will respond to new and serious challenges.
