Title,Storyline
2001: Creating Kubrick's Space Odyssey,"2001: CREATING KUBRICK'S SPACE ODYSSEY chronicles the creation of one of the most influential films in the history of cinema. This new documentary examines the work of legendary director Stanley Kubrick and iconic novelist Arthur C. Clarke in creating what they called ""the proverbial good science fiction movie."" Filmmaker Roger Lay, Jr. tackles the enigmatic film through interviews with 2001 star Keir Dullea (who played astronaut Dave Bowman) and choreographer Dan Richter (who played Moonwatcher, the proto-human ape who learned to use the first tool). Both provide personal insights into their work on the groundbreaking film."
2023 San Diego International Kids' Film Festival,N/A
"2023, L'année Où Tout S'est Embrasé - Backseat, Le Film",N/A
2073,A woman living in a ruined Earth tries to comprehend how the world was destroyed.
22 Words: Exposing the Loss of Decency in American Education,Pastor John Amanchukwu is on a mission to get school boards across America to ban as many books as possible if they don't align with his religious beliefs.
23 Mile,"Part verité essay, part political diary, 23 MILE is an experimental nonfiction film following Americans during cataclysmic events in the Midwestern swing state of Michigan throughout 2020-- including the plot to kidnap governor Whitmer-- painting a portrait of a populace that defies media stereotypes. A document of complex discourse, the film forces viewers to question their own assumptions about race, class, social status and geographical demographics, drawing a surprisingly hopeful human portrait against the foreboding backdrop of societal instability."
24,N/A
24 Stunden,N/A
24th International Theatre Festival Melikhovo Spring,"10 days of the festival in one hour. The film captures the vibrant backstage atmosphere, featuring interviews with actors, directors, organizers, and visitors, revealing the creative processes and personal stories behind the productions."
2550,"Anilla Till embarked on her greatest challenge yet by attempting to hike Europe's longest continuous hiking trail, the 2550-km-long Blue Circle. Along her journey, she learned about the homeland where she lives, met people she otherwise wouldn't have encountered, and discovered herself in a way she'd never experienced before. This is a story about a girl, determination, freedom, an inner journey, the bond with nature, and an accomplishment that stretches beyond our imagination."
26 Hours,N/A
2Unbreakable,N/A
3 Atos de Moisés,N/A
3 Obás de Xangô,N/A
"30 Ausflüge auf Seen, Flüssen und Kanälen",N/A
33 Black Frog: An American Story,"Eddie Ferguson, an African American, overcame segregation in 1940s-60s Florida to join Navy's elite Underwater Demolition Team (UDT), predecessor to Navy SEALs, defying racial barriers and societal norms to achieve his dreams."
3500 Km De Sentiers Partagés,"Sixty snowmobilers, indigenous and non-indigenous, join forces to take part in a huge snowmobiling expedition: a 3500 km journey to be completed in 16 days. The goal: to cross a large swath of Quebec to work towards reconciliation between peoples. In this choral film, which is as much a physical ordeal as a spiritual and psychological one, the participants take on the mission of raising public awareness of the issues dear to their communities. Through the challenges posed by the weather and the long daily journeys that put the group to the test, a powerful bond is forged between the participants, who face enormous adversity. A journey on the land of ancestors that reveals the strength of togetherness."
35000 Watts: The Story of College Radio,"A documentary chronicling the untold story of college radio, its impact on youth culture, and its role in launching the careers of renowned musicians and bands, featuring vibrant archival footage and interviews with students and artists."
399: Queen of the Tetons,"399: Queen of the Tetons follows the life of world famous Grizzly 399 as she attempts to raise four cubs. 399 makes choices amidst a warming climate, human encroachment and disputes over her Endangered Species protections."
4%: Un Documental de EDUCA,"Since allocating 4% of GDP to education in 2013, the Dominican Republic has invested more than 30 billion dollars. Despite this, the country continues to rank worst in math, science and literacy year after year."
50 ans de rock à Nyon - Histoires,"In summer 2023, the opening of the book ""50 years of Rock in Nyon"" took place during an evening event which brought together the rock community of Nyon around a concert and an awards ceremony. The documentary takes you back into the making of this musical and festive event, thereby telling a whole section of the history of local music."
50 sentimentalnih: Srdjan Marjanovic,N/A
500 Years of Friendship,"Director Abby Mohaddes shares the story of her father's enduring bond with his college friends, spanning over forty years. Dubbed the ""Nebraska Group,"" these men from Iran found solace and strength in each other's company as they navigated the Iranian Revolution and the Iran Hostage Crisis while studying at the University of Nebraska as foreign students in the 1970s. Joining her father on a journey back to Lincoln, Nebraska, Abby bears witness to the power of the group's friendship, a bond that now transcends generations."
5460: the Joe West Story,N/A
55 Years Glavbolgarstroy,"The film traces the history of Glavbolgarstroy, Bulgaria's oldest construction company, examining the key factors behind its impressive longevity and widespread recognition in the industry."
5G LTE n 2643,Artist confused starting 2018. Artist wanting to move in life investigating a frequency anomaly. Artists decides to video log as he encounters it in his daily life. Redundantly ends up hopeful but confused. What is this frequency 2643?
5th Round,"Foloow 5 boxers from 4 stages of life : A child boxer, an teen boxer, established boxers and a nearly-retired boxer. As their of on the ring were all struggled, their true life also came in misery."
601 Gamespittaz,N/A
64 Days,"Examines the events between the 2020 U.S. election and January 6th, 2021, exploring the efforts by groups like the Proud Boys to overturn the results, using footage from inside those groups and interviews with investigators."
67 Bombs to Enid,Survivors of Marshall Islands nuclear tests relocate to rural America. Their descendants reveal lasting impacts of atomic weapons testing through personal accounts.
69 Kg,"A journey into the dark corner of a boxer in his last tournament. Through boxing, he discovers the same inner world that helped him overcome the brutality of his past. As challenges shift and children begin to ask uncomfortable questions."
7 Beats Per Minute,"Freediving champion Jessea Lu nearly died during a world-record attempt. She revisits the site of her near-death in this documentary, facing past traumas and struggling back to life."
7 Day Fast,"Embark on Nathan Pelle's transformative fasting journey, navigating challenges and revelations. Witness the physical and mental metamorphosis, revealing newfound resilience and a profound mind-body connection."
7 Days at the Maternity Ward in Ghana,N/A
7 octobre 2023 - Un crime sans nom,"7 October 2023: A Crime Without A Name - Through many accounts of victims and analyses from experts, the film tells not only the horrors of that day, but also the psychological and societal repercussions that followed."
70 Jahre Kreismusikschule Wittenberg,N/A
7291,Documentary on Madrid Health Ministry protocols sent to nursing homes that prevented transfer of patients to hospitals during the first COVID wave in 2020 and its consequences.
76 Days Adrift,"After a whale hits his boat, Steven Callahan survives 76 days alone on a life raft crossing the Atlantic. His bestselling story ""Adrift"" comes alive through vintage footage, photos, and recreations."
8 Islands,"Matthieu Bonne is a Belgian adventurer, mountaineer, ultra runner, cyclist and Ironman. Under the guidance of his coach Luc Van Lierde, he will complete 8 triathlons in succession on the 8 different Canary Islands, in 8 consecutive days."
8 Second Legends,N/A
8 secondes,N/A
87 Candles,"Story of an 87-year-old Elguja Orjonikidze, Georgian man who continues to defy age by competing in ski tournaments year after year."
8th Day of Khamsin,"A multi-story, hypnotic and trance-like document, where a personal perspective intertwines with literature, illustrated with never-before-seen archives from Hlasko's life and the place he chose as his temporary refuge."
9/11: Crime Scene to Courtroom,N/A
94-Year-Old Gay,"Tadashi Hase, a gay poet born in 1929, who spent much of his life closeted due to homosexuality being classified as a ""mental illness."" Despite these challenges, he became an award-winning poet and continues to work at 94."
A Almería de Leone,"From 1964 to 1975, Sergio Leone imagined a spaghetti-flavored West, more violent and ruthless than the real West. In the ""Dollars"" trilogy, where death had a price, we were introduced to Clint Eastwood, who personified the archetype of the anti-hero, cunning and quick on the trigger. His films are major references in Cinema, whose stories, immortalized on celluloid, will live forever in our collective memory. 60 years later, the VHS Podcast in collaboration with The World is a Set, traveled to Almería, in the south of Spain, looking for a mirage in the Tabernas desert and there to tell a story... that of Leone."
A Backyard in Delaware,A Backyard in Delaware is the untold story of the East Coast Wrestling Association.
A Bit of a Stranger,Four generations of Ukrainian women from one family explore how their ethnic identity has been destroyed and embark on an emotional journey shaped by their new found memories and family history.
A Boston (R)Evolution,"Track the 2021 Boston mayoral election, which recorded the highest racial and gender diversity in history."
A Bridge to Life,A Bridge to Life is a moving portrait of an organization that for years has been working to change and save the lives of men dealing with life-threatening addiction issues.
A Cabeça não é um sítio seguro,N/A
A Case for Love,"An investigation into how Bishop Michael Curry's teachings of unconditional, sacrificial love are applied in the wider community. Also interviews with well-known personalities and common people."
A Celebration of Tenacity,N/A
A Century in Sound,Exploring their significance as social hubs and how they introduced Western cultural influences during the latter half of the 20th century.
A Certain Woman,"A Certain Woman features Shirael Pollack - Immigrant, Wife, Mother, Advocate and Entrepreneur-in an intimate and luminous examination of a 21st Century Woman."
A City in Crisis,N/A
A Clockwork Shining: Kubrick's Odyssey 3,Stanley Kubrick's The Shining is one of the most discussed films in Cinema History. What is it really about? A Clockwork Shining puts forth the idea that the film is really about Mind Control and how we are manipulated by larger forces.
A Cowardly Rout: The Bull Run Account of William Howard Russell,"In 1861, world-renowned London Times Reporter William Howard Russell would view the greatest military spectacle of his career at the first Battle of the American Civil War. His dramatic account of the battle is now finally brought to life."
A Deal with the Devil?,"A DEAL WITH THE DEVIL? will unveil - for the first time onscreen - the signing of the Transfer Agreement, one of the most dramatic and controversial agreements of the 20th century. Signed a few months after the Nazi party's rise to power in 1933, this agreement permitted German Jews to emigrate to Palestine and retain part of the value of the property they left behind. The agreement, through which tens of thousands of Jews fled Germany, remained in effect until the outbreak of World War II in 1939."
A Drive into Yesterday,N/A
A Father a Son and Sankara,N/A
A Festa do Cururuquara - Um Quilombo do Samba de Bumbo Paulista,"""A Festa do Cururuquara - Um Quilombo do Samba de Bumbo Paulista"" is a documentary narrated by Cangussú, a personification of the bumbo (bass drum) from the village of Cururuquara. Through him, we learn about the story of resistance of a Quilombola family and their fight to keep alive their 137-year-old celebration, a street parade and party that has taken place since the abolition of slavery in Brazil in 1888. It is the story of a community that has won battles against racism and religious intolerance, praising Saint Benedict and honoring their ancestors."
"A Few Mornings, an Evening","Dogs, sheep, goats, humans and many other animals go about their daily affairs on a farm in the Czech countryside. Tenderly capturing their reciprocal dynamics, a Few mornings, an Evening invites us to observe and reflect on our relationship with animals in human agriculture."
A Fidai Film,"Archival fragments are repositioned and burnt through with searing red, laying bare the looting of Palestinian visual history as Aljafari reclaims and re-imagines footage plundered from the Palestine Research Centre.<"
A Filmmaker's Diary,"A filmmaker reflects on the ongoing war in Ukraine, making entries in her diary during her visits to her hometown, St. Petersburg, Russia."
A Flaming Forest,"The BRT Tiger Reserve is home to the Soliga adivasis. Exclusionary conservation practices have led to their displacement from the forest. The film captures their loss and resistance, advocating for a more inclusive conservation approach."
A Flash of Beauty: Paranormal Bigfoot,"Does Bigfoot have paranormal abilities? Many eyewitnesses say yes, as they can't explain what they've seen."
A Fly on the Wall,"A friendship walks the distance between life and death in Nilesh Maniyar and Shonali Bose's ""A Fly on the Wall."" As Shonali is tasked with filming her friend Chika Kapadia's physician assisted suicide, Nilesh Maniyar asks Shonali to turn the camera towards herself too. Together, Shonali, Nilesh and Film Editor Tushar Ghogale weave a tale of dignity in death through the lens of friendship. Ironically, the locale is beautiful Switzerland - the backdrop of many a blockbuster Indian film."
A Frown Gone Mad,N/A
A Harvest,"In California's Central Valley, an abbey of Trappist Cistercian monks sustain themselves by making wine in partnership with a winemaker. The annual grape harvest brings unforeseen challenges that they must overcome together."
A Hero's Journey: The Making of Percy Jackson and the Olympians,A behind-the-scenes look at the creation of Percy Jackson and the Olympians (2023).
A Hip Hop Minute,N/A
A Horse Named Winx,"Winx, a remarkable Australian racehorse, etched her name in history with an extraordinary 33-race winning streak, cementing her status as a modern-day legend akin to the iconic Phar Lap."
A House Is Not a Disco,"A House Is Not A Disco peers with empathy and curiosity into the present-day life experiences of those who live, work, and pursue a season of pleasure in the world's most radically queer, ""homo-normative"" community: Fire Island Pines."
"A Hundred Masks, One Soul","Biographical Documentary Feature Film, in Memory of the Albanian Actor, Mirush Kabashi"
A Journey to the Black Sea,"Adem, who breaks the chains of prejudice by sincerely adhering to his native language and music in Pontian Greek, moves forward on the path ""his heart leads him"". The separated peoples of the Black Sea meet in the same horon via his music."
A King Like Me,"Follows members of the Zulu Club, New Orleans' first Black Mardi Gras, as they work to bring the Zulu parade back to the streets."
A La Fin du Film - Real Madrid v Bayern Münich,N/A
A Letter of Divorcement,N/A
A Life in Rhythm: The Ray Conniff Story,"Jonathan McHugh's documentary A Life in Rhythm: The Ray Conniff Story(link is external) debuted at the 25th Annual Woodstock Film Festival(link is external) in Woodstock, New York on October 18, 2024. It chronicles the life and legacy of Ray Conniff. From his beginnings as a trombonist/arranger during the heyday of swing working with Bunny Berigan, Bob Crosby and Artie Shaw to his acclaim as the leader of his own orchestra and chorus, Grammy winner Ray Conniff is among the few musicians to have had a successful career that spanned 65 years. He recorded over 100 studio albums, selling over 70 million copies, and created the ""Ray Conniff Sound"" by being the first to use voices to double as instruments on his recordings. Through personal interviews and vibrant performances, this is a heartfelt tribute to an international musical legend whose melodies continue to inspire."
A Life in Tandem,"The journey of a lifetime begins with the destruction of Luke's life as he is diagnosed with incurable cancer. Armed with a tandem bike, he aims to complete his dream of cycling to Beijing, not knowing if he will ever reach his destination"
A Long Way from Heaven,"The Honor Code at Brigham Young University prohibits any expression of same-sex romantic feelings. To take a stand against this, students organize a demonstration to light the school's 300-foot 'Y' symbol in rainbow colors."
A Look Back with Leonard Maltin - Once Upon A Time in the West,N/A
A Look Through His Lens,"Oscar-winning cinematographer Philippe Rousselot offers a master class in image making, with insightful examples from his work on Diva, Hope and Glory, A River Runs Through It, Dangerous Liaisons, Interview with the Vampire and many more in this cineaste's delight."
A Loving Act,Riccardo's ever-present camera tells their love story end without shame or censorship.
A Man Called Hurt: The Life and Music of Mississippi John Hurt,N/A
A Man Fell,"The Gaza Building, a former PLO hospital, is a symbol of Palestinian survival in the refugee camp of Sabra (Beirut) North of Shatila camp"
A Man Imagined,A bracingly intimate and hallucinatory portrait of a man with schizophrenia surviving amidst urban detritus and decay.
A Man with Sole: The Impact of Kenneth Cole,"Explores the life, career, and activism of Kenneth Cole."
A Million Smiles,"This film tells the untold story of registered non-profit Baseball Without Borders Foundation, which has been donating equipment to children in over 50 countries since 1995. ""A Million Smiles"" brings you on a journey to BWB's home of San Francisco, and the Yucatán Peninsula in Mexico. Our crowdfunded film focuses on the joy and hope BWB brings to children less fortunate around the world through baseball and softball. Baseball is America's pastime, but a sport that creates change all over the world."
A Mother Apart,"After discovering her mother's letters, Staceyann Chin examines Hazel's past and how her absence shaped Chin's poetry, politics, and parenting. Chin navigates revelations about Hazel while raising her own daughter, Zuri, in an joyful way."
A NORMAL LIFE,"Set against the backdrop of post-war displacement, this film delicately captures the daily lives of four Bosnian women who, after fleeing the devastation of the Yugoslav Wars, have rebuilt their lives as cleaning women in Vienna."
A New Kind of Wilderness,"In the Norwegian wilderness, a family seeks a wild free existence but a tragic turn of events shatters their isolation, compelling them to adapt to the demands of contemporary society."
A Pathway Forward,A year in the life of the unique Central High School Law and Government Magnet Program.
A Photographic Memory,"A filmmaker ventures into the archives of her photographer mother to construct a personal story of love, loss, and finding someone in the work they leave behind."
A Piece of Home,"When you lose everything, can a game save your dreams?"
A Portrait of Love,N/A
A Quiet Girl,"When filmmaker Adrian Wills sets out to discover the story behind his adoption, his voyage reveals startling truths he could never have imagined, and shocking details he had tried to forget."
A Race to the Reckoning,"A group of men, among others, chronicle their experiences. Their lives, a constant battle between successful reentry and recidivism challenge a network, whose sole aim is to intimidate, isolate, and indoctrinate."
A Radical Act: Renee Montgomery,"Chronicles Renee Montgomery's journey from WNBA player to co-owner/executive of Atlanta Dream, exploring her background, basketball success, and activism that shaped her character."
A Resilient Man,"A feature documentary film about STEVEN MCRAE, principal dancer of the Royal Ballet. A story of resilience, passion and hope."
A Right to Home,"Every night up to 30% of the people sleeping on the streets of Sydney and across Australia are non-residents. This is their story. Their hopes for justice. Four non-residents who have slept on the streets of Sydney share their struggle to survive, access health care, and be safe, and give us hope through their work to open our hearts and save others from the streets."
A Sacred Space,"Cypher Arts is an innovative arts and fitness program dedicated to nurturing creativity and promoting physical well-being among elementary-aged children. By integrating diverse art forms with dynamic fitness activities, the program empowers underprivileged kids with essential skills and opportunities for personal growth. Cypher Arts also offers genuine mentorship, providing the extra care and support that students need to thrive both inside and outside the classroom."
A School Grows in Watts,"A small yet mighty charter elementary school in South Los Angeles works toward a reimagined future for its youth through an innovative, community-based approach to education."
A Sense of Beauty,Documentary on the creation of the '25 pre-fall collection of Oscar de la Rente
A Sentimental Journey to the Parajanov Planet,"Documentary hommage to Sergey Parajanov on the occasion of his 100 anniversary. Witness the blend of unique archive material with surrealistic puppetry scenes, seamlessly blurring the lines between imagination and reality."
A Shaman's Tale,"Alexander Gabyshev, a shaman from Yakutia in the Russian Far East, has a revelation: God has chosen him to be a crusader, whose role is to exorcise a demon - Vladimir Vladimirovich Putin - from the Kremlin. He's willing to sacrifice his life to fulfil this task, which will lead to a new and bright future for Russia. Alexander's walking pilgrimage captures the attention of many people as well as the police. He discusses his ambitious plan with passers-by in remote parts of Siberia and with lorry drivers travelling on the endless roads. His 8,000 km journey offers a mosaic of current pro- and anti-Putin opinions, and highlights the social instability in both the eastern and the western parts of Russia."
A Simple Plan Commentary with Production Designer Patrizia von Brandenstein,N/A
A Sisters' Tale,"My sister Nasreen, a housewife with two children, is married to a traditional and often unavailable husband. Despite the restrictions on women in Iran, she decides to pursue her lifelong dream of singing."
A Sobering Story,"Unveiling the harsh reality of substance use in Thunder Bay, Ontario, this universally themed documentary, told through personal narratives and expert insights, exposes a lack of resources while aiming to shatter stigmas and ignite compassion for those grappling with addiction."
A Song of Korean Factory Girls,N/A
A Splash of Colour,N/A
A State of Passion,"After bearing witness to the unprecedented horrors of an ongoing genocide, a war surgeon emerges from Gaza calling for justice and accountability."
A Story of Redemption A Season with Warrior Basketball,"Ever wondered what it's like to see the wins and losses of a high school basketball team? This movie thriller will show emotion, hype, thrill, and go more in-depth with the Evansville Harrison Warrior Basketball Team Who Went Back-to-Back SIAC Conference Champions and IHSAA Sectional Champions and Going 20-5 For The Season Becoming One Of The Best Teams In The School History and turned around the basketball program to encourage others to do the same."
A Strange Colour of Dream,"The retired architect Ertil lives in an apartment complex in the center of Istanbul. He still mourns the death of his beloved wife, but spends his days productively completing imaginary assignments, designing buildings in a digital drawing program. His digital 3D models of his dream mosque, music theatre and resort are developed in detail, thanks to Ertil's precise nature, which at university earned him the nickname ""master of complications""."
A Sudden Glimpse to Deeper Things,Exploring the pivotal 1949 experience atop Switzerland's Grindelwald glacier that reshaped British modernist painter Wilhelmina Barns-Graham's artistic perspective for decades to come.
A Séance with the Queens,A psychic medium in West Palm Beach Florida uses her extraordinary talents to help those affected in the LGBTQ+ and underserved communities around her in a time of turmoil.
A Time to Yell: More Than a Statue,Former Charlottesville city council member Dr. Wes Bellamy's impassioned activism reveals the journey for racial justice sparked by the controversial removal of Confederate statues and leading to one of modern America's divisive conflicts.
A Want in Her,"Myrid searches for her missing mother in Ireland, facing family disputes over property, life-threatening secrets; her journey explores love's influence and struggle for freedom."
A Will and A Way,"A riveting exploration of resilience unveils the remarkable story of Steve and June Konz and their transformation of a farming property into the ""K Diamond K"", one of the premier ranch resorts in Washington State."
A Wolf in Sheep's Clothing,"""The Wolf In Sheep's Clothing: The Truth of the Wayne Williams Case"" is a compelling documentary that delves into the notorious case surrounding Wayne Williams, who was convicted in connection with the Atlanta Child Murders occurring between 1979 and 1981. This tragic series of events involved the disappearance and murder of over two dozen African-American children and young adults in Atlanta, Georgia, leaving a profound impact on the community and raising questions about systemic issues in law enforcement. The documentary seeks to uncover the complexities and controversies that define the case. It meticulously examines the evidence presented at trial, testimonies from witnesses, and the socio-political context of the era, which was marked by racial tension and mistrust in the justice system. By exploring various conspiracy theories and alternative narratives, the film challenges the integrity of the investigation and scrutinizes the fairness of the trial that led to Williams' conviction. Featuring interviews with experts, legal professionals, and witnesses, as well as archival footage and crime scene evidence, the documentary paints a comprehensive picture of the case's multifaceted nature. It raises important questions about media portrayal, public perception, and the potential for wrongful conviction, inviting viewers to critically analyze the established narrative surrounding Wayne Williams' guilt. Ultimately, ""The Wolf In Sheep's Clothing"" aims to raise awareness about the potential injustices faced by marginalized communities within the legal system, encouraging viewers to reconsider preconceived notions and engage in a deeper dialogue about justice and accountability. To find this thought-provoking documentary on YouTube, simply search for its title, and check other streaming platforms where it may be available, depending on distribution rights."
A Year in the Life of a Country,"Martial law, which was imposed in Poland on 13 December 1981, targeted the Solidarity movement, but it had other faces, too. On the basis of exclusively archival footage, the film explores the backstage of the past events. It undermines the mythicised image of Polish society as a victim of the system."
A legpompásabb emberi elme - Neumann János élete,N/A
A modo mio - Patty Pravo,N/A
A nuestros amigos,"Sara and Pedro, young adults from working-class Madrid, love to raise hell together. But over the course of a summer, Sara gets introduced to another world, theatre, and becomes torn between two worlds."
A través de la tierra,N/A
A Última Banda de Rock,Documentary about the trajectory of the Brazilian rock band Cachorro Grande.
A.P. Giannini - Bank to the future,"The incredible true story of Amadeo Peter Giannini, the son of Italian immigrants in San Francisco, the man who revolutionized the world of finance by lending money to low-income workers during the worst economic crises of all times. Without Giannini, the world would have never known Bank of America, the Golden Gate Bridge, the Marshall Plan as well as many Hollywood masterpieces such as Charlie Chaplin's ""The Kid"", Frank Capra's ""It Happened One Night"" and Walt Disney's ""Snow White"". This inspirational biopic features rediscovered archive material, exclusive interviews and iconic locations, tracing over a century of American history: from the Gold Rush to the 1906 San Francisco earthquake, living through the Great Depression and World War II."
ABBA: Against the Odds,To commemorate the 50th anniversary of the iconic Swedish group winning the Eurovision Song Contest.
ADA: My Mother the Architect,Renowned architect Ada Karmi-Melamede balanced family life and major projects in 1970s NYC before leaving to design Israel's Supreme Court. Her daughter's film explores their relationship and career-motherhood tensions
AI Decoded: Creativity or Chaos,AI Decoded: Creativity or Chaos shines a light on AI and how it increasingly effects our creative world. AI Decoded will separate fact from fiction in AI creativity and allow you to judge whether there is a new heir to the creative throne.
AI Evolution,"Experts Evo Heyning and Ross Mead explore AI's impact, addressing economic disruption, synthetic terrorism, super-intelligence, and civilization's potential evolutionary leap beyond the industrial revolution."
AI: Artificial Influence,N/A
ARCA Historia de un Sueño,N/A
ARD NDR William Vom Kronprinzen zum König 2024,N/A
ARI - Una historia de amor y vida,"Ariana Benedé, Ari, fue diagnosticada con 13 años de leucemia linfoblástica aguda. Con su madre y un equipo de profesionales del Clínic-IDIBAPS iniciaron una lucha contra reloj para conseguir realizar los primeros ensayos clínicos de la terapia CAR-T, una forma innovadora de tratamiento que modifica las células del sistema inmunitario para combatir de forma efectiva las células cancerosas. El documental cuenta la historia de la lucha de una madre y una hija por dar una nueva esperanza a los pacientes que, como ella, ya no disponían de otra opción terapéutica ni tenían esperanza de vida. Ari nunca perdió el ánimo ni la ilusión por conseguirlo. En este camino, mucha gente le acompañó, la sociedad respondió, y todo sirvió para que profesionales e investigadores se pusieran en marcha para hacer realidad este proyecto. Un documental del Hospital Clínic."
ARTIFICIAL: Media Production in an Age of AI,What is the line between art and artificial? Filmmaker Alec Dubois explores the transformative impact of artificial intelligence in media production.
Abba: 50 Years Since Eurovision,"Chronicling ABBA's rise from Eurovision to global stardom, their iconic sound, record-breaking success, solo endeavors, ABBA Gold revival, and cutting-edge hologram tour ""Voyage"" that reunited the virtual band."
Abbie Ward: A Bump in the Road,"'Abbie Ward. A Bump in the Road' chronicles the remarkable journey of an England rugby player as she battles back to the professional game just 17 weeks after the birth of her baby in July 2023 - and then to secure her place back in England's Six Nations squad for 2024. Adding an extra layer of intrigue, the ultimate decision-maker for her return to play at Bristol Bears is the women's head coach, Dave Ward . . . who is also Abbie's husband. The beautiful film showcases the remarkable spirit of a mother driven by an extraordinary dream: to inspire her daughter and leave an enduring legacy in sport. The film also tackles long-held myths that prevent many women from remaining active during and after their pregnancies."
Abducted Humans on Alien Planets,"A documentary which explores the possibility that humans who have been abducted by Aliens are currently living on Alien Planets in wild hybrid forms. This cutting-edge documentary references science, popular UFO abduction stories and 'missing persons' to suggest it is possible that Humans are living on distant planets across the Universe."
Abel Azcona: el artista detonante,"Abel Azcona acquired international relevance as a result of a series of performance works that have aroused enormous controversy by raising a reflection on some of the great social, political and ideological challenges of the Western world"
Abiding Nowhere,A monk in red robe passes through rural and urban landscapes. His journey brings uncertainty when a stranger seems to follow his path. Lee Kang-Sheng stars in this Walker series film.
Abo Zaabal 89,"Bassam Mortada was five years old when he first visited his father Mahmoud in the notorious Abo Zaabal prison. With the police raid still fresh in his mind, his experience was dominated by incomprehension. But in the years that followed, resentment took hold. Bassam was raised by his mother Fardous, a socialist activist herself. As a single parent, her life was hard, and when Mahmoud was finally released from prison he seemed like a different person. He left for Vienna, and for a second time she was left behind, this time embittered. Bassam grew alienated from both, suppressing his own trauma and confusion. In this documentary, he films his efforts to renew and restore relationships with his parents and find a path to historical truth, emotional comprehension and psychological healing, as he tries to reconstruct how his parents' political activism has shaped their family. Through conversations with his parents and their friends, the cassette tapes his father sent from Vienna, a theatrical monologue by his father's best friend, newspaper archives and found footage, he shows the impact of the ""big"" history of Egypt on the ""small"" history of his family."
